enrollment_id,learner_id,course_id,enroll_date,completion_date,is_completed,progress_pct,time_spent_hours,video_watch_pct,quiz_score_avg,num_quiz_attempts,assignments_completed,user_rating,days_to_complete
ENR000662,LRN00216,CRS0016,2025-09-14,,0,8,3.5,6.3,,0,1,,
ENR000663,LRN00217,CRS0136,2025-09-09,,0,26,16.1,24.4,70.7,1,7,,
ENR000664,LRN00218,CRS0190,2024-08-31,,0,3,0.7,0.0,,0,0,,
ENR000665,LRN00219,CRS0006,2025-03-09,,0,36,1.7,33.0,66.9,1,0,,
ENR000666,LRN00219,CRS0121,2025-02-01,,0,36,3.3,48.5,73.2,1,2,,
ENR000667,LRN00219,CRS0160,2025-03-19,2025-04-23,1,100,60.3,100.0,71.4,5,24,4.5,35.0
ENR000668,LRN00220,CRS0150,2024-05-03,,0,37,27.5,33.7,70.6,1,10,,
ENR000669,LRN00220,CRS0146,2024-06-18,,0,45,3.2,32.0,63.1,2,1,,
ENR000670,LRN00220,CRS0139,2024-03-24,,0,32,7.4,25.3,48.3,1,5,,
ENR000671,LRN00221,CRS0040,2025-07-28,2025-09-30,1,100,47.3,87.7,74.1,5,19,4.4,64.0
ENR000672,LRN00222,CRS0055,2024-05-02,,0,10,3.6,0.0,,0,2,,
ENR000673,LRN00222,CRS0176,2024-02-21,,0,49,2.6,37.6,72.1,2,2,,
ENR000674,LRN00222,CRS0178,2024-01-10,2024-01-26,1,100,24.5,96.9,52.6,5,11,4.5,16.0
ENR000675,LRN00223,CRS0173,2024-03-28,,0,32,20.7,34.2,43.3,1,8,,
ENR000676,LRN00223,CRS0158,2024-04-10,,0,40,3.2,37.6,40.1,2,2,,
ENR000677,LRN00223,CRS0176,2024-07-16,2024-07-27,1,100,6.3,94.6,65.4,5,5,3.6,11.0
ENR000678,LRN00223,CRS0119,2024-03-28,,0,28,2.2,37.7,65.0,1,1,,
ENR000679,LRN00224,CRS0019,2024-05-21,,0,26,11.9,40.5,32.1,1,5,,
ENR000680,LRN00225,CRS0003,2025-08-07,2025-08-11,1,100,11.0,89.1,73.5,5,4,3.2,4.0
ENR000681,LRN00225,CRS0153,2025-07-27,2025-09-03,1,100,81.4,96.5,88.7,5,28,4.2,38.0
ENR000682,LRN00225,CRS0139,2025-10-08,2025-11-02,1,100,38.7,98.6,38.4,5,16,3.6,25.0
ENR000683,LRN00225,CRS0092,2025-12-21,,0,23,9.2,10.3,75.4,1,4,,
ENR000684,LRN00225,CRS0123,2025-08-13,2025-09-22,1,100,55.8,94.6,78.8,5,24,4.6,40.0
ENR000685,LRN00225,CRS0127,2026-01-06,,0,28,6.2,15.0,72.9,1,4,,
ENR000686,LRN00226,CRS0098,2024-02-26,,0,32,5.2,40.9,82.5,1,3,,
ENR000687,LRN00227,CRS0063,2025-03-23,,0,38,2.9,28.2,63.9,1,2,,
ENR000688,LRN00228,CRS0082,2025-08-16,2025-08-24,1,100,9.1,100.0,74.3,5,4,4.5,8.0
ENR000689,LRN00229,CRS0097,2025-09-11,2025-09-25,1,100,15.5,91.4,43.7,5,6,3.8,14.0
ENR000690,LRN00229,CRS0092,2025-06-11,2025-07-22,1,100,42.2,100.0,52.9,5,17,4.7,41.0
ENR000691,LRN00230,CRS0073,2024-09-14,2024-10-11,1,100,30.5,100.0,61.6,5,16,4.3,27.0
ENR000692,LRN00230,CRS0057,2024-09-30,2024-10-21,1,100,20.9,100.0,41.0,5,9,3.6,21.0
ENR000693,LRN00231,CRS0181,2025-06-20,,0,3,1.3,0.0,,0,0,,
ENR000694,LRN00232,CRS0178,2025-08-07,,0,38,8.3,44.8,60.3,1,4,,
ENR000695,LRN00233,CRS0142,2024-10-29,,0,32,5.2,39.0,78.2,1,3,,
ENR000696,LRN00233,CRS0163,2024-08-30,,0,41,2.8,55.6,38.9,2,2,,
ENR000697,LRN00233,CRS0118,2024-12-29,,0,9,6.1,6.3,,0,2,,
ENR000698,LRN00234,CRS0200,2024-12-26,,0,38,11.3,49.2,77.4,1,5,,
ENR000699,LRN00235,CRS0173,2025-04-10,,0,29,17.3,16.5,33.9,1,7,,
ENR000700,LRN00235,CRS0155,2025-04-24,,0,53,21.5,46.0,36.4,2,13,,
ENR000701,LRN00236,CRS0094,2024-08-16,2024-12-02,1,100,91.4,88.4,86.7,5,31,3.7,108.0
ENR000702,LRN00237,CRS0115,2024-10-27,,0,9,3.6,17.0,,0,1,,
ENR000703,LRN00237,CRS0148,2024-10-12,,0,9,0.4,14.5,,0,0,,
ENR000704,LRN00238,CRS0183,2024-05-21,,0,28,10.8,38.3,44.9,1,6,,
ENR000705,LRN00238,CRS0188,2024-02-29,,0,38,6.5,24.4,62.5,1,4,,
ENR000706,LRN00238,CRS0198,2024-02-19,,0,44,12.5,42.2,61.3,2,5,,
ENR000707,LRN00238,CRS0021,2024-02-05,2024-05-16,1,100,24.1,100.0,84.9,5,11,4.3,101.0
ENR000708,LRN00239,CRS0056,2024-08-18,2024-09-19,1,100,27.5,100.0,50.0,5,14,3.8,32.0
ENR000709,LRN00239,CRS0051,2024-09-19,,0,19,10.6,15.6,,0,5,,
ENR000710,LRN00239,CRS0076,2024-08-05,2024-08-30,1,100,31.7,100.0,85.4,5,12,4.5,25.0
ENR000711,LRN00239,CRS0178,2024-10-13,,0,38,9.9,50.7,73.0,1,4,,
ENR000712,LRN00239,CRS0072,2024-10-17,,0,23,4.3,37.7,63.1,1,3,,
ENR000713,LRN00240,CRS0109,2025-06-16,,0,17,4.3,17.3,,0,1,,
ENR000714,LRN00240,CRS0152,2025-03-21,,0,38,3.8,23.1,46.8,1,2,,
ENR000715,LRN00241,CRS0028,2024-10-24,2025-01-21,1,100,19.1,100.0,82.7,5,9,4.4,89.0
ENR000716,LRN00241,CRS0072,2024-06-30,,0,38,9.6,45.2,59.6,1,5,,
ENR000717,LRN00241,CRS0033,2024-06-25,,0,33,16.4,30.4,73.8,1,10,,
ENR000718,LRN00241,CRS0039,2024-06-25,,0,6,3.0,7.1,,0,1,,
ENR000719,LRN00241,CRS0005,2024-10-07,,0,21,7.7,22.0,85.3,1,5,,
ENR000720,LRN00241,CRS0010,2024-07-06,,0,2,0.1,6.7,,0,0,,
ENR000721,LRN00241,CRS0090,2024-08-11,,0,51,12.6,47.7,59.4,2,6,,
ENR000722,LRN00242,CRS0100,2024-12-24,,0,67,10.1,65.0,84.9,3,6,,
ENR000723,LRN00242,CRS0051,2024-11-18,,0,26,20.1,25.4,70.6,1,7,,
ENR000724,LRN00243,CRS0099,2024-11-05,,0,40,2.8,40.7,76.1,2,1,,
ENR000725,LRN00244,CRS0192,2025-09-04,,0,26,9.8,37.5,41.9,1,7,,
ENR000726,LRN00244,CRS0176,2025-12-29,,0,68,3.0,76.3,78.5,3,3,,
ENR000727,LRN00244,CRS0195,2025-11-01,,0,47,15.0,33.9,74.7,2,10,,
ENR000728,LRN00244,CRS0172,2025-11-05,,0,6,0.4,0.0,,0,0,,
ENR000729,LRN00244,CRS0060,2025-09-18,2025-12-10,1,100,56.7,100.0,79.1,5,24,3.0,83.0
ENR000730,LRN00244,CRS0197,2025-08-14,,0,14,5.8,24.3,,0,3,,
ENR000731,LRN00245,CRS0115,2025-09-21,,0,13,3.6,3.0,,0,1,,
ENR000732,LRN00246,CRS0103,2025-03-14,,0,18,4.9,5.1,,0,4,,
ENR000733,LRN00246,CRS0095,2025-02-14,,0,7,2.7,20.2,,0,2,,
ENR000734,LRN00246,CRS0085,2025-02-13,2025-03-16,1,100,31.3,88.3,61.5,5,12,4.6,31.0
ENR000735,LRN00246,CRS0093,2025-01-19,2025-02-15,1,100,28.3,100.0,88.2,5,14,3.8,27.0
ENR000736,LRN00246,CRS0051,2025-03-07,,0,42,15.1,44.7,84.4,2,12,,
ENR000737,LRN00246,CRS0130,2025-01-12,,0,46,7.6,41.3,70.8,2,5,,
ENR000738,LRN00246,CRS0013,2025-03-01,,0,11,2.4,18.8,,0,1,,
ENR000739,LRN00247,CRS0158,2024-01-29,2024-02-03,1,100,14.5,100.0,81.8,5,5,3.9,5.0
ENR000740,LRN00247,CRS0005,2024-04-25,2024-05-13,1,100,67.3,100.0,38.7,5,24,3.9,18.0
ENR000741,LRN00247,CRS0001,2024-07-08,,0,22,2.0,22.9,66.9,1,0,,
ENR000742,LRN00248,CRS0026,2025-08-01,,0,8,1.6,4.4,,0,0,,
ENR000743,LRN00248,CRS0033,2025-07-31,2025-10-17,1,100,84.4,100.0,63.9,5,32,4.3,78.0
ENR000744,LRN00249,CRS0069,2025-06-18,,0,26,1.5,26.4,61.6,1,1,,
ENR000745,LRN00250,CRS0087,2024-09-10,2024-10-25,1,100,27.9,94.8,49.7,5,13,4.0,45.0
ENR000746,LRN00251,CRS0129,2024-05-28,,0,24,4.1,13.4,51.0,1,2,,
ENR000747,LRN00251,CRS0182,2024-08-17,,0,27,1.6,20.8,58.7,1,1,,
ENR000748,LRN00252,CRS0191,2025-07-08,,0,23,3.8,18.4,66.9,1,1,,
ENR000749,LRN00252,CRS0167,2025-05-26,,0,5,0.2,19.9,,0,0,,
ENR000750,LRN00252,CRS0017,2025-06-11,2025-06-22,1,100,16.0,85.4,61.9,5,8,4.5,11.0
ENR000751,LRN00252,CRS0036,2025-06-16,,0,19,1.5,27.8,,0,1,,
ENR000752,LRN00252,CRS0086,2025-04-02,,0,41,4.3,53.9,43.0,2,2,,
ENR000753,LRN00252,CRS0079,2025-04-22,,0,35,2.6,36.2,49.4,1,2,,
ENR000754,LRN00252,CRS0169,2025-02-26,,0,31,3.6,27.9,75.8,1,2,,
ENR000755,LRN00252,CRS0190,2025-04-05,,0,4,1.4,0.0,,0,0,,
ENR000756,LRN00252,CRS0187,2025-02-17,2025-04-29,1,100,88.1,100.0,53.8,5,29,3.9,71.0
ENR000757,LRN00252,CRS0162,2025-06-09,,0,32,1.7,20.4,44.3,1,1,,
ENR000758,LRN00252,CRS0163,2025-05-22,,0,28,2.7,22.5,74.6,1,1,,
ENR000759,LRN00252,CRS0139,2025-03-09,2025-04-16,1,100,53.7,86.3,76.0,5,16,3.7,38.0
ENR000760,LRN00252,CRS0175,2025-07-26,,0,24,1.8,13.0,84.4,1,0,,
ENR000761,LRN00252,CRS0181,2025-05-17,2025-06-27,1,100,57.6,92.1,54.7,5,20,3.3,41.0
ENR000762,LRN00252,CRS0189,2025-02-04,,0,28,19.1,28.8,31.3,1,9,,
ENR000763,LRN00253,CRS0178,2024-04-15,,0,12,1.5,23.5,,0,1,,
ENR000764,LRN00254,CRS0183,2025-08-13,,0,36,19.6,33.9,61.0,1,8,,
ENR000765,LRN00255,CRS0031,2024-07-22,,0,35,15.0,40.5,77.3,1,10,,
ENR000766,LRN00256,CRS0171,2026-01-06,,0,51,6.9,43.9,49.3,2,5,,
ENR000767,LRN00256,CRS0167,2025-11-26,,0,29,1.5,31.4,53.6,1,1,,
ENR000768,LRN00257,CRS0149,2025-10-05,,0,12,0.5,12.3,,0,0,,
ENR000769,LRN00258,CRS0103,2024-03-10,,0,21,11.5,21.0,15.8,1,4,,
ENR000770,LRN00259,CRS0001,2025-04-04,2025-04-17,1,100,9.0,100.0,95.7,5,4,4.1,13.0
ENR000771,LRN00259,CRS0024,2024-11-12,,0,57,16.5,54.4,74.2,2,8,,
ENR000772,LRN00260,CRS0197,2024-08-26,,0,35,17.1,39.4,81.3,1,7,,
ENR000773,LRN00261,CRS0120,2024-11-19,,0,12,0.5,0.0,,0,0,,
ENR000774,LRN00261,CRS0014,2024-12-08,,0,20,3.9,31.4,,0,1,,
ENR000775,LRN00261,CRS0182,2024-10-23,,0,42,2.4,36.3,84.9,2,2,,
ENR000776,LRN00262,CRS0109,2025-04-01,,0,39,8.7,40.6,54.8,1,4,,
ENR000777,LRN00263,CRS0014,2024-11-19,,0,21,3.9,26.4,65.0,1,1,,
ENR000778,LRN00263,CRS0023,2024-11-24,,0,12,6.8,22.8,,0,2,,
ENR000779,LRN00264,CRS0192,2024-03-15,2024-07-31,1,100,84.6,100.0,54.5,5,30,4.4,138.0
ENR000780,LRN00265,CRS0043,2024-01-26,,0,22,6.9,23.9,63.1,1,3,,
ENR000781,LRN00265,CRS0066,2024-01-15,,0,42,6.4,33.3,79.6,2,3,,
ENR000782,LRN00266,CRS0126,2024-07-19,,0,43,5.3,57.3,28.0,2,3,,
ENR000783,LRN00266,CRS0082,2024-09-13,,0,23,1.9,35.8,65.5,1,0,,
ENR000784,LRN00266,CRS0104,2024-10-19,,0,10,0.5,0.0,,0,0,,
ENR000785,LRN00266,CRS0117,2024-09-24,2024-12-31,1,100,71.0,100.0,61.0,5,28,4.2,98.0
ENR000786,LRN00267,CRS0145,2025-07-21,2025-08-27,1,100,35.4,88.3,68.3,5,16,4.1,37.0
ENR000787,LRN00267,CRS0134,2025-07-20,2025-08-02,1,100,11.6,100.0,57.8,5,6,4.3,13.0
ENR000788,LRN00268,CRS0196,2025-02-27,,0,33,7.6,18.8,46.2,1,4,,
ENR000789,LRN00269,CRS0011,2024-03-05,2024-03-24,1,100,37.9,93.0,92.3,5,12,4.2,19.0
ENR000790,LRN00270,CRS0110,2025-07-27,,0,57,7.3,52.5,65.1,2,5,,
ENR000791,LRN00271,CRS0117,2024-05-31,,0,22,8.3,23.6,56.4,1,6,,
ENR000792,LRN00271,CRS0054,2024-02-29,,0,59,21.7,47.9,63.3,2,11,,
ENR000793,LRN00271,CRS0112,2024-07-22,,0,19,1.7,32.8,,0,0,,
ENR000794,LRN00272,CRS0139,2024-10-18,,0,41,18.1,41.0,69.5,2,6,,
ENR000795,LRN00273,CRS0145,2025-04-09,,0,61,15.9,53.8,70.4,3,9,,
ENR000796,LRN00273,CRS0095,2025-01-05,2025-07-25,1,100,94.2,98.9,47.0,5,30,4.3,201.0
ENR000797,LRN00274,CRS0036,2024-05-04,,0,5,0.4,0.0,,0,0,,
ENR000798,LRN00275,CRS0066,2024-05-05,,0,20,1.3,20.9,,0,1,,
ENR000799,LRN00275,CRS0054,2024-04-14,,0,16,7.5,25.2,,0,3,,
ENR000800,LRN00276,CRS0155,2025-04-24,,0,37,25.4,26.0,62.0,1,9,,
ENR000801,LRN00276,CRS0144,2025-05-29,2025-09-24,1,100,94.0,100.0,39.1,5,31,4.5,118.0
ENR000802,LRN00276,CRS0137,2025-06-19,,0,14,6.8,21.9,,0,4,,
ENR000803,LRN00276,CRS0147,2025-03-10,,0,18,3.3,17.2,,0,2,,
ENR000804,LRN00277,CRS0055,2025-11-07,,0,35,14.8,37.1,57.0,1,7,,
ENR000805,LRN00278,CRS0168,2025-01-22,,0,34,2.4,32.3,69.6,1,2,,
ENR000806,LRN00278,CRS0052,2025-03-21,,0,54,16.2,47.3,74.7,2,10,,
ENR000807,LRN00279,CRS0151,2024-06-01,,0,10,8.9,0.0,,0,3,,
ENR000808,LRN00279,CRS0156,2024-09-23,2024-09-30,1,100,9.3,100.0,82.8,5,4,4.0,7.0
ENR000809,LRN00279,CRS0132,2024-07-25,2024-08-01,1,100,14.2,98.8,80.6,5,8,4.5,7.0
ENR000810,LRN00279,CRS0014,2024-05-21,,0,16,1.7,26.5,,0,1,,
ENR000811,LRN00280,CRS0111,2025-01-19,,0,44,18.5,41.9,62.8,2,11,,
ENR000812,LRN00280,CRS0120,2025-05-10,,0,38,1.6,36.9,75.8,1,1,,
ENR000813,LRN00280,CRS0100,2025-02-24,2025-05-14,1,100,18.7,100.0,50.6,5,10,3.2,79.0
ENR000814,LRN00280,CRS0086,2025-01-11,,0,19,1.9,27.2,,0,1,,
ENR000815,LRN00280,CRS0110,2025-03-14,2025-05-07,1,100,18.1,91.1,53.5,5,9,4.8,54.0
ENR000816,LRN00280,CRS0116,2025-03-26,,0,15,6.5,28.9,,0,5,,
ENR000817,LRN00281,CRS0066,2025-04-13,,0,17,2.4,6.5,,0,1,,
ENR000818,LRN00281,CRS0055,2025-09-17,,0,7,2.1,11.7,,0,1,,
ENR000819,LRN00281,CRS0069,2025-07-30,2025-08-08,1,100,6.5,96.4,33.4,5,5,4.6,9.0
ENR000820,LRN00281,CRS0070,2025-07-20,2025-08-03,1,100,10.2,86.5,69.1,5,7,3.9,14.0
ENR000821,LRN00281,CRS0193,2025-07-03,,0,12,7.3,23.7,,0,2,,
ENR000822,LRN00281,CRS0047,2025-09-19,2025-10-06,1,100,14.5,100.0,64.1,5,5,4.0,17.0
ENR000823,LRN00281,CRS0043,2025-05-04,,0,22,4.5,27.6,43.8,1,3,,
ENR000824,LRN00282,CRS0080,2025-04-15,,0,62,9.8,50.1,63.2,3,5,,
ENR000825,LRN00283,CRS0099,2025-05-23,,0,11,0.4,14.0,,0,0,,
ENR000826,LRN00284,CRS0159,2025-09-16,,0,28,3.4,21.6,73.7,1,2,,
ENR000827,LRN00284,CRS0142,2025-08-21,2025-10-08,1,100,28.2,87.1,67.5,5,12,4.3,48.0
ENR000828,LRN00284,CRS0103,2025-08-24,,0,33,13.7,39.1,83.3,1,7,,
ENR000829,LRN00285,CRS0063,2024-04-25,,0,2,0.1,8.5,,0,0,,
ENR000830,LRN00286,CRS0112,2024-07-24,,0,11,0.9,6.8,,0,0,,
ENR000831,LRN00286,CRS0092,2024-08-18,,0,20,5.5,7.6,,0,3,,
ENR000832,LRN00286,CRS0103,2024-07-31,,0,28,7.2,15.8,82.5,1,6,,
ENR000833,LRN00286,CRS0101,2024-05-10,2024-06-05,1,100,13.2,99.8,38.5,5,7,2.8,26.0
ENR000834,LRN00286,CRS0104,2024-08-19,,0,44,2.7,42.3,83.3,2,1,,
ENR000835,LRN00286,CRS0169,2024-08-22,,0,14,2.5,22.7,,0,1,,
ENR000836,LRN00287,CRS0140,2024-04-17,,0,8,2.1,13.3,,0,1,,
ENR000837,LRN00287,CRS0116,2024-04-14,2024-09-27,1,100,99.1,92.7,35.1,5,34,4.3,166.0
ENR000838,LRN00287,CRS0090,2024-05-01,,0,17,4.5,11.1,,0,2,,
ENR000839,LRN00287,CRS0117,2024-03-04,,0,66,25.2,77.7,56.0,3,18,,
ENR000840,LRN00288,CRS0041,2025-06-17,,0,26,4.6,34.7,50.5,1,2,,
ENR000841,LRN00288,CRS0070,2025-11-30,2025-12-06,1,100,11.9,85.9,56.1,5,7,4.1,6.0
ENR000842,LRN00288,CRS0092,2025-10-10,,0,31,7.5,38.1,79.0,1,5,,
ENR000843,LRN00288,CRS0100,2025-06-25,2025-07-07,1,100,22.2,100.0,44.9,5,10,4.0,12.0
ENR000844,LRN00288,CRS0090,2025-09-12,,0,50,11.3,44.7,76.2,2,6,,
ENR000845,LRN00289,CRS0042,2026-02-14,2026-04-03,1,100,71.3,100.0,85.6,5,30,4.4,48.0
ENR000846,LRN00290,CRS0109,2025-07-08,,0,25,2.9,19.2,66.6,1,2,,
ENR000847,LRN00290,CRS0113,2025-05-31,,0,10,1.2,2.0,,0,0,,
ENR000848,LRN00290,CRS0054,2025-09-22,,0,26,10.8,23.6,58.9,1,4,,
ENR000849,LRN00290,CRS0160,2025-08-03,2025-09-17,1,100,54.4,100.0,80.1,5,24,4.2,45.0
ENR000850,LRN00290,CRS0111,2025-08-05,2025-09-27,1,100,61.5,99.6,43.0,5,27,3.7,53.0
ENR000851,LRN00290,CRS0103,2025-06-09,2025-07-27,1,100,51.7,86.2,53.6,5,23,3.1,48.0
ENR000852,LRN00290,CRS0120,2025-11-08,2025-11-13,1,100,5.1,100.0,65.1,5,3,4.2,5.0
ENR000853,LRN00290,CRS0051,2025-07-02,2025-09-07,1,100,67.2,100.0,72.7,5,28,4.4,67.0
ENR000854,LRN00290,CRS0195,2025-11-09,,0,28,9.1,13.7,65.3,1,6,,
ENR000855,LRN00290,CRS0196,2025-07-21,,0,19,3.2,33.4,,0,2,,
ENR000856,LRN00290,CRS0091,2025-08-25,,0,11,1.5,7.0,,0,0,,
ENR000857,LRN00291,CRS0117,2024-11-18,2025-02-07,1,100,85.1,100.0,28.9,5,28,3.5,81.0
ENR000858,LRN00292,CRS0189,2025-12-12,2026-02-27,1,100,84.5,94.7,85.8,5,34,3.7,77.0
ENR000859,LRN00293,CRS0055,2024-11-21,2024-12-14,1,100,53.2,100.0,53.0,5,21,4.8,23.0
ENR000860,LRN00293,CRS0151,2024-11-25,,0,23,15.8,19.5,24.2,1,7,,
ENR000861,LRN00293,CRS0002,2024-08-13,,0,20,3.3,21.1,,0,2,,
ENR000862,LRN00293,CRS0079,2024-08-22,,0,62,6.6,54.9,82.9,3,4,,
ENR000863,LRN00293,CRS0042,2024-11-14,2024-12-25,1,100,59.7,92.4,54.1,5,30,4.0,41.0
ENR000864,LRN00293,CRS0182,2024-09-23,,0,20,1.7,10.3,,0,1,,
ENR000865,LRN00293,CRS0064,2024-11-25,,0,42,21.5,50.2,77.2,2,9,,
ENR000866,LRN00293,CRS0052,2024-10-09,2024-11-02,1,100,39.3,99.3,50.8,5,19,4.7,24.0
ENR000867,LRN00293,CRS0067,2024-11-13,2024-11-27,1,100,28.9,100.0,44.2,5,12,4.4,14.0
ENR000868,LRN00293,CRS0133,2024-09-27,2024-09-30,1,100,8.6,100.0,32.8,5,4,4.1,3.0
ENR000869,LRN00293,CRS0059,2024-10-07,2024-10-14,1,100,17.0,100.0,57.5,5,9,4.0,7.0
ENR000870,LRN00293,CRS0003,2024-07-11,,0,9,0.5,0.5,,0,0,,
ENR000871,LRN00293,CRS0060,2024-08-02,2024-08-31,1,100,58.9,100.0,79.9,5,24,2.8,29.0
ENR000872,LRN00293,CRS0077,2024-08-03,,0,43,23.7,32.7,75.5,2,9,,
ENR000873,LRN00294,CRS0186,2024-02-02,,0,3,0.7,5.8,,0,0,,
ENR000874,LRN00295,CRS0040,2024-11-03,,0,45,12.9,32.1,73.2,2,8,,
ENR000875,LRN00295,CRS0199,2024-05-30,,0,5,1.5,5.9,,0,0,,
ENR000876,LRN00295,CRS0181,2024-10-24,,0,40,16.7,35.5,58.9,2,8,,
ENR000877,LRN00296,CRS0009,2025-04-14,,0,27,10.7,29.8,39.1,1,5,,
ENR000878,LRN00297,CRS0132,2025-02-23,,0,12,1.0,24.8,,0,1,,
ENR000879,LRN00298,CRS0090,2025-03-26,,0,7,1.2,13.5,,0,0,,
ENR000880,LRN00298,CRS0099,2025-09-01,,0,44,1.4,34.3,28.2,2,2,,
ENR000881,LRN00298,CRS0113,2025-04-11,,0,21,1.3,9.1,48.9,1,1,,
ENR000882,LRN00299,CRS0010,2025-05-04,2025-05-13,1,100,9.5,98.1,22.8,5,6,4.2,9.0
ENR000883,LRN00300,CRS0153,2025-05-16,,0,8,5.3,15.1,,0,2,,
ENR000884,LRN00300,CRS0018,2025-05-10,,0,18,1.9,30.0,,0,1,,
ENR000885,LRN00301,CRS0180,2024-05-31,,0,25,18.1,36.6,75.4,1,6,,
ENR000886,LRN00301,CRS0062,2024-03-26,,0,19,1.5,29.0,,0,1,,
ENR000887,LRN00301,CRS0176,2024-01-22,,0,6,0.3,17.9,,0,0,,
ENR000888,LRN00302,CRS0184,2026-01-26,,0,10,3.2,1.5,,0,2,,
ENR000889,LRN00303,CRS0169,2024-01-07,,0,22,3.9,36.7,62.0,1,2,,
ENR000890,LRN00304,CRS0069,2025-12-22,2026-01-16,1,100,7.9,100.0,78.4,5,5,4.4,25.0
ENR000891,LRN00304,CRS0198,2025-09-13,,0,57,11.3,64.8,49.4,2,7,,
ENR000892,LRN00305,CRS0140,2025-05-01,,0,28,7.9,36.2,65.0,1,4,,
ENR000893,LRN00305,CRS0125,2025-07-25,,0,5,4.5,0.0,,0,1,,
ENR000894,LRN00305,CRS0108,2025-02-28,,0,22,4.0,33.5,67.5,1,2,,
ENR000895,LRN00305,CRS0013,2025-03-29,2025-08-11,1,100,25.7,100.0,81.5,5,12,3.9,135.0
ENR000896,LRN00305,CRS0004,2025-05-02,,0,44,15.8,49.7,69.5,2,12,,
ENR000897,LRN00305,CRS0124,2025-05-03,,0,44,18.7,42.9,59.7,2,10,,
ENR000898,LRN00306,CRS0069,2025-08-19,,0,40,3.2,44.4,72.6,2,2,,
ENR000899,LRN00306,CRS0144,2025-12-21,,0,58,37.4,72.4,58.6,2,18,,
ENR000900,LRN00306,CRS0139,2025-11-24,2026-04-09,1,100,49.3,86.1,87.1,5,16,4.7,136.0
ENR000901,LRN00306,CRS0153,2025-10-24,,0,7,2.5,2.2,,0,2,,
ENR000902,LRN00307,CRS0041,2024-07-16,2024-08-27,1,100,29.8,99.3,91.8,5,11,4.2,42.0
ENR000903,LRN00307,CRS0043,2024-09-22,,0,26,4.5,39.2,50.1,1,4,,
ENR000904,LRN00307,CRS0110,2024-07-09,,0,36,6.1,31.6,64.1,1,3,,
ENR000905,LRN00307,CRS0197,2024-07-28,,0,22,7.5,28.0,77.1,1,4,,
ENR000906,LRN00307,CRS0047,2024-07-27,,0,24,2.0,26.0,72.5,1,1,,
ENR000907,LRN00307,CRS0022,2024-10-20,,0,15,5.4,18.5,,0,4,,
ENR000908,LRN00307,CRS0067,2024-10-07,,0,15,3.8,13.2,,0,1,,
ENR000909,LRN00307,CRS0042,2024-07-13,,0,9,3.9,0.0,,0,2,,
ENR000910,LRN00307,CRS0055,2024-09-26,2024-12-24,1,100,61.8,94.6,75.9,5,21,4.4,89.0
ENR000911,LRN00307,CRS0079,2024-10-21,,0,31,2.7,33.2,82.2,1,2,,
ENR000912,LRN00307,CRS0075,2024-11-29,,0,13,5.0,5.1,,0,3,,
ENR000913,LRN00307,CRS0137,2024-12-04,,0,26,19.8,31.9,78.9,1,8,,
ENR000914,LRN00307,CRS0069,2024-11-07,,0,19,0.8,19.5,,0,1,,
ENR000915,LRN00307,CRS0078,2024-11-03,,0,43,18.7,29.3,85.6,2,14,,
ENR000916,LRN00308,CRS0052,2024-12-13,,0,23,8.3,15.6,79.1,1,4,,
ENR000917,LRN00308,CRS0079,2025-04-18,,0,27,3.9,23.7,56.4,1,1,,
ENR000918,LRN00309,CRS0174,2024-11-19,,0,46,25.8,35.5,82.4,2,15,,
ENR000919,LRN00310,CRS0164,2024-06-18,,0,14,2.7,18.9,,0,1,,
ENR000920,LRN00311,CRS0166,2025-08-17,,0,16,2.2,7.0,,0,0,,
ENR000921,LRN00311,CRS0160,2025-06-14,2025-09-16,1,100,62.2,100.0,72.5,5,24,3.4,94.0
ENR000922,LRN00311,CRS0032,2025-06-21,,0,25,4.2,13.9,90.6,1,2,,
ENR000923,LRN00312,CRS0013,2024-06-06,,0,7,1.1,0.0,,0,0,,
ENR000924,LRN00312,CRS0068,2024-03-19,2024-03-26,1,100,8.0,100.0,89.8,5,6,4.0,7.0
ENR000925,LRN00313,CRS0160,2024-03-31,,0,27,14.2,22.7,55.5,1,6,,
ENR000926,LRN00314,CRS0111,2024-06-04,,0,25,17.4,12.1,81.6,1,6,,
ENR000927,LRN00314,CRS0114,2024-08-15,,0,16,5.6,3.4,,0,2,,
ENR000928,LRN00315,CRS0169,2026-03-03,,0,11,1.6,20.7,,0,1,,
ENR000929,LRN00315,CRS0127,2026-02-14,,0,23,8.1,8.8,68.5,1,3,,
ENR000930,LRN00316,CRS0018,2025-05-08,,0,50,5.9,48.7,17.0,2,3,,
ENR000931,LRN00316,CRS0003,2025-02-07,,0,14,1.0,19.6,,0,0,,
ENR000932,LRN00316,CRS0046,2025-03-14,,0,38,7.8,50.7,72.9,1,3,,
ENR000933,LRN00316,CRS0029,2025-03-11,,0,46,13.4,32.2,48.6,2,5,,
ENR000934,LRN00316,CRS0009,2025-04-21,,0,32,11.4,29.4,79.1,1,6,,
ENR000935,LRN00316,CRS0095,2025-05-28,,0,26,15.0,22.6,44.0,1,7,,
ENR000936,LRN00316,CRS0025,2025-04-18,2025-06-20,1,100,16.1,93.0,55.1,5,5,3.5,63.0
