response_id,employee_id,survey_number,survey_date,overall_engagement_score,job_satisfaction,work_life_balance,career_development,manager_relationship,team_collaboration,company_culture,recognition,compensation_fairness,work_meaningfulness,autonomy,resources_support,innovation_encouraged,would_recommend,likelihood_to_stay,satisfaction_change,feedback_sentiment,feedback_length_words,participated_in_events,training_hours_completed
RESP004227,EMP00949,3,2025-03-27,45.1,6.2,4.3,5.3,4.6,5.5,5.0,6.2,4.7,4.1,5.0,4.2,4.4,0,5.1,0.3,0.451,53,0,10
RESP004228,EMP00950,3,2025-03-27,16.5,2.4,1.6,1.2,3.3,2.8,2.3,2.8,1.6,3.2,2.6,1.5,2.7,0,2.5,0.4,0.165,28,0,8
RESP004229,EMP00951,3,2025-03-27,50.2,5.8,5.0,5.8,5.7,4.9,6.4,6.7,4.8,5.3,5.0,5.6,6.0,0,5.5,-0.7,0.502,60,1,14
RESP004230,EMP00952,3,2025-03-27,38.3,3.9,3.8,4.9,4.0,4.7,3.6,5.2,3.2,3.2,4.1,5.5,5.3,0,4.4,0.7,0.383,54,0,14
RESP004231,EMP00954,3,2025-03-27,60.2,5.6,6.6,6.5,6.2,5.5,5.9,7.7,6.9,6.0,6.8,6.6,6.6,0,6.4,-0.9,0.602,18,1,6
RESP004232,EMP00955,3,2025-03-27,30.3,4.9,4.9,3.8,5.5,4.5,5.7,3.9,3.5,3.4,3.1,3.0,2.1,0,3.7,2.2,0.303,28,1,4
RESP004233,EMP00956,3,2025-03-27,38.4,3.8,3.6,5.2,4.2,6.4,4.3,3.8,5.3,4.3,5.3,4.3,4.5,0,4.5,-1.7,0.384,26,0,9
RESP004234,EMP00957,3,2025-03-27,30.7,3.9,4.2,4.0,3.6,2.5,5.1,1.9,4.8,3.6,5.4,5.0,5.2,0,3.8,-1.0,0.307,18,1,9
RESP004235,EMP00958,3,2025-03-27,37.0,3.7,5.0,3.6,4.4,3.5,4.5,5.6,2.6,4.2,5.6,4.0,4.9,0,4.3,1.2,0.37,44,0,14
RESP004236,EMP00959,3,2025-03-27,38.1,5.5,4.6,3.2,5.4,4.9,4.2,3.3,3.5,4.3,3.4,5.1,5.4,0,4.4,0.6,0.381,84,1,11
RESP004237,EMP00960,3,2025-03-27,30.2,3.8,3.8,4.7,3.8,2.9,2.7,3.6,3.8,2.7,4.6,3.6,4.4,0,3.7,-0.8,0.302,67,0,3
RESP004238,EMP00961,3,2025-03-27,34.9,5.0,4.4,3.6,3.3,4.4,4.0,4.3,2.8,5.9,2.8,4.0,3.6,0,4.1,-1.2,0.349,57,0,4
RESP004239,EMP00962,3,2025-03-27,57.7,7.0,7.5,7.2,5.8,5.8,6.6,7.3,4.6,6.2,5.2,6.3,7.6,0,6.2,-1.8,0.577,11,1,11
RESP004240,EMP00963,3,2025-03-27,54.3,7.3,6.1,6.0,4.4,5.6,4.4,5.9,7.0,5.6,6.3,6.6,6.2,0,5.9,-0.1,0.543,15,1,14
RESP004241,EMP00964,3,2025-03-27,48.0,5.3,5.0,5.7,5.6,6.5,5.0,5.9,5.7,5.4,4.8,5.9,6.6,0,5.3,-2.0,0.48,44,1,12
RESP004242,EMP00965,3,2025-03-27,26.5,3.7,3.7,3.9,3.6,4.1,2.8,3.1,4.8,2.8,3.3,3.8,2.2,0,3.4,0.5,0.265,5,0,0
RESP004243,EMP00966,3,2025-03-27,39.2,4.8,4.9,4.1,4.9,5.8,4.7,4.1,3.1,3.7,5.3,3.7,6.7,0,4.5,-0.5,0.392,93,1,13
RESP004244,EMP00967,3,2025-03-27,44.6,4.7,3.6,3.6,5.5,5.3,5.2,5.8,4.3,5.0,6.5,5.3,4.4,0,5.0,-0.3,0.446,76,0,5
RESP004245,EMP00968,3,2025-03-27,44.0,5.2,4.4,5.6,4.6,5.0,4.3,5.3,3.2,4.8,4.6,5.5,5.5,0,5.0,0.4,0.44,43,0,3
RESP004246,EMP00969,3,2025-03-27,54.0,7.2,6.7,6.2,5.8,6.3,5.1,5.7,6.6,4.8,7.3,8.0,6.3,0,5.9,0.9,0.54,47,0,12
RESP004247,EMP00970,3,2025-03-27,37.2,6.2,5.9,4.7,3.9,3.8,4.9,3.8,5.7,5.2,4.6,4.1,3.2,0,4.3,1.8,0.372,27,0,15
RESP004248,EMP00971,3,2025-03-27,26.6,3.3,2.9,3.1,3.7,5.0,3.1,3.6,2.8,2.7,1.7,2.8,3.2,0,3.4,-1.4,0.266,105,0,0
RESP004249,EMP00972,3,2025-03-27,48.2,6.6,5.3,5.9,5.1,6.3,5.3,5.1,5.7,5.3,5.6,5.3,6.2,0,5.3,1.9,0.482,46,1,12
RESP004250,EMP00973,3,2025-03-27,30.4,4.2,3.0,5.2,4.4,3.9,4.2,5.3,2.3,3.0,4.5,3.8,4.5,0,3.7,-0.5,0.304,23,0,0
RESP004251,EMP00974,3,2025-03-27,37.0,4.3,4.6,4.9,5.1,4.7,3.3,5.1,3.6,6.3,4.0,4.0,3.9,0,4.3,-1.5,0.37,43,0,2
RESP004252,EMP00975,3,2025-03-27,20.6,1.3,3.1,3.8,4.3,2.7,2.4,3.9,3.9,5.0,3.2,2.6,3.0,0,2.9,1.9,0.206,46,0,3
RESP004253,EMP00976,3,2025-03-27,34.4,3.6,3.3,5.5,3.5,3.7,4.3,5.0,3.9,3.0,3.4,4.8,2.9,0,4.1,-0.7,0.344,7,0,8
RESP004254,EMP00977,3,2025-03-27,28.1,2.7,3.1,5.5,2.8,3.9,5.2,4.2,3.2,3.2,3.9,4.2,2.8,0,3.5,-0.9,0.281,62,0,9
RESP004255,EMP00978,3,2025-03-27,46.0,5.6,4.9,6.6,5.0,5.8,5.0,5.9,4.7,5.4,4.6,4.8,5.8,0,5.1,-0.3,0.46,39,0,21
RESP004256,EMP00980,3,2025-03-27,41.4,4.8,4.1,5.1,3.6,6.3,4.0,3.9,4.8,3.3,4.7,5.6,5.2,0,4.7,0.1,0.414,23,0,4
RESP004257,EMP00981,3,2025-03-27,34.2,3.7,4.8,3.7,4.3,5.2,5.1,3.0,4.4,4.1,5.6,4.4,4.6,0,4.1,0.1,0.342,21,0,13
RESP004258,EMP00982,3,2025-03-27,31.0,2.7,3.6,3.6,3.5,4.1,4.5,3.3,3.4,4.3,3.2,5.0,4.4,0,3.8,-0.1,0.31,50,0,8
RESP004259,EMP00983,3,2025-03-27,51.4,6.2,5.8,6.2,4.7,6.3,5.8,5.6,5.4,6.7,6.0,5.8,6.8,0,5.6,-0.3,0.514,54,1,7
RESP004260,EMP00985,3,2025-03-27,55.2,5.6,4.3,5.3,5.0,5.3,6.4,6.4,6.0,5.8,6.6,6.4,5.5,0,6.0,-1.9,0.552,11,0,7
RESP004261,EMP00986,3,2025-03-27,32.7,3.8,3.8,4.3,2.9,4.0,3.0,2.8,5.0,3.6,4.2,2.3,4.2,0,3.9,-0.0,0.327,33,0,0
RESP004262,EMP00987,3,2025-03-27,30.9,2.2,2.5,2.5,4.4,4.2,3.1,2.0,5.1,3.8,3.5,4.7,4.2,0,3.8,-0.7,0.309,58,0,0
RESP004263,EMP00988,3,2025-03-27,39.3,5.3,5.0,4.4,5.6,3.9,4.3,4.1,5.4,5.9,3.9,5.4,4.9,0,4.5,1.0,0.393,36,0,6
RESP004264,EMP00989,3,2025-03-27,38.2,3.3,3.0,4.5,4.7,4.2,4.2,4.5,5.3,5.6,5.6,4.5,4.8,0,4.4,-0.6,0.382,47,1,6
RESP004265,EMP00990,3,2025-03-27,60.8,6.0,6.8,7.0,6.9,7.0,7.7,6.7,5.8,6.6,6.1,7.2,6.7,0,6.5,0.3,0.608,68,1,8
RESP004266,EMP00992,3,2025-03-27,44.6,4.8,5.1,5.0,6.1,3.3,4.9,5.6,4.8,4.3,5.5,4.8,5.0,0,5.0,-1.3,0.446,87,1,16
RESP004267,EMP00994,3,2025-03-27,40.1,4.0,6.5,4.7,4.0,4.7,4.6,5.6,6.5,4.6,5.2,4.2,3.6,0,4.6,0.1,0.401,9,0,20
RESP004268,EMP00995,3,2025-03-27,58.0,6.5,4.8,6.7,5.1,7.2,7.2,6.3,4.3,5.0,5.8,7.2,5.6,0,6.2,-0.6,0.58,36,0,18
RESP004269,EMP00996,3,2025-03-27,55.7,6.2,5.5,5.2,7.0,6.0,5.4,5.4,5.8,6.8,5.7,5.8,6.4,0,6.0,-1.0,0.557,20,0,3
RESP004270,EMP00997,3,2025-03-27,48.2,5.9,5.5,5.2,5.8,3.1,5.1,6.3,5.2,5.1,6.8,5.2,6.4,0,5.3,0.5,0.482,44,0,17
RESP004271,EMP00998,3,2025-03-27,63.9,7.5,5.9,6.5,6.0,6.3,7.1,5.8,7.2,7.6,7.1,7.0,7.5,0,6.7,0.8,0.639,9,1,15
RESP004272,EMP00999,3,2025-03-27,14.3,1.3,1.0,3.1,3.3,2.6,2.9,2.0,1.2,2.9,2.2,1.2,3.0,0,2.3,1.2,0.143,14,0,3
RESP004273,EMP01000,3,2025-03-27,56.2,5.6,6.7,6.9,6.0,6.2,5.5,5.7,5.5,6.5,5.8,6.2,4.6,0,6.1,1.1,0.562,20,0,12
RESP004274,EMP01001,3,2025-03-27,58.3,8.0,6.9,7.4,6.9,6.3,6.3,6.9,6.1,4.7,7.2,6.8,5.3,0,6.2,-1.2,0.583,48,1,29
RESP004275,EMP01002,3,2025-03-27,35.7,3.8,2.8,4.3,4.8,4.3,4.1,4.0,3.4,3.4,2.0,3.4,4.5,0,4.2,-0.9,0.357,51,0,4
RESP004276,EMP01003,3,2025-03-27,26.2,4.4,1.5,4.3,4.2,2.4,3.3,4.7,3.8,2.9,3.6,4.2,3.4,0,3.4,-0.5,0.262,33,0,11
RESP004277,EMP01005,3,2025-03-27,44.2,4.9,5.6,6.3,4.0,5.4,5.1,5.2,5.3,4.1,4.1,4.4,4.7,0,5.0,-0.5,0.442,43,1,0
RESP004278,EMP01006,3,2025-03-27,56.1,6.3,5.8,5.9,6.1,5.8,5.4,6.0,6.7,6.0,6.2,6.8,6.7,0,6.1,1.7,0.561,13,0,2
RESP004279,EMP01007,3,2025-03-27,30.3,4.3,4.8,4.3,5.2,3.0,4.4,4.3,3.9,3.6,3.5,4.4,4.1,0,3.7,0.3,0.303,54,0,5
RESP004280,EMP01008,3,2025-03-27,55.9,5.5,6.1,6.5,5.9,6.3,5.6,8.1,6.8,6.3,6.7,6.4,6.4,0,6.0,0.3,0.559,54,0,13
RESP004281,EMP01009,3,2025-03-27,26.9,3.6,2.2,2.9,3.2,3.2,3.2,3.8,3.0,2.3,3.3,2.7,1.9,0,3.4,0.8,0.269,26,0,3
RESP004282,EMP01011,3,2025-03-27,48.0,3.7,5.2,5.2,6.7,4.8,4.6,5.1,5.8,4.2,6.0,6.1,4.9,0,5.3,-1.4,0.48,49,0,0
RESP004283,EMP01012,3,2025-03-27,16.6,4.1,3.1,2.0,1.2,2.0,2.9,1.9,1.2,1.9,1.3,2.0,1.8,0,2.5,0.7,0.166,62,1,0
RESP004284,EMP01013,3,2025-03-27,43.5,5.2,5.9,4.9,4.6,5.9,4.8,5.4,5.2,4.4,6.0,5.7,4.1,0,4.9,0.7,0.435,32,1,11
RESP004285,EMP01015,3,2025-03-27,49.6,5.9,5.1,4.4,4.5,4.7,5.9,4.4,4.4,5.1,5.2,5.5,6.5,0,5.5,-0.5,0.496,35,1,15
RESP004286,EMP01016,3,2025-03-27,23.3,2.7,2.5,4.2,3.2,2.4,2.1,4.0,3.7,2.5,3.1,3.4,3.3,0,3.1,-0.5,0.233,89,0,9
RESP004287,EMP01018,3,2025-03-27,57.2,6.9,7.6,6.2,6.3,5.7,5.7,5.5,6.1,6.8,5.9,6.3,5.4,0,6.1,-0.7,0.572,14,0,11
RESP004288,EMP01020,3,2025-03-27,21.6,3.2,2.8,1.8,3.0,3.3,2.8,3.8,3.2,5.0,2.6,3.0,2.0,0,2.9,-0.5,0.216,9,0,2
RESP004289,EMP01021,3,2025-03-27,30.3,5.4,3.4,3.4,4.3,3.6,3.1,4.3,4.4,2.0,2.8,4.8,3.9,0,3.7,-0.2,0.303,47,1,4
RESP004290,EMP01022,3,2025-03-27,29.7,3.4,2.8,4.4,3.2,5.8,3.9,3.1,4.3,2.9,5.9,3.0,1.9,0,3.7,-0.6,0.297,82,1,0
RESP004291,EMP01023,3,2025-03-27,57.9,6.2,5.5,7.0,6.5,7.9,5.5,5.1,5.5,6.9,5.5,5.2,6.2,0,6.2,0.7,0.579,62,1,12
RESP004292,EMP01024,3,2025-03-27,39.8,2.7,3.8,5.4,3.8,4.7,4.3,3.8,4.1,4.5,3.6,4.3,4.0,0,4.6,0.1,0.398,65,1,2
RESP004293,EMP01025,3,2025-03-27,62.4,6.9,6.2,7.1,6.1,7.6,7.4,6.9,7.5,6.6,8.5,6.5,5.1,0,6.6,0.9,0.624,30,0,17
RESP004294,EMP01026,3,2025-03-27,53.3,5.3,5.7,5.0,5.2,6.6,6.4,6.4,5.3,6.7,5.8,6.3,6.7,0,5.8,0.2,0.533,21,1,12
RESP004295,EMP01028,3,2025-03-27,18.4,3.6,3.0,1.6,2.5,2.1,2.7,2.5,2.7,3.4,2.6,2.2,2.8,0,2.7,1.1,0.184,61,0,0
RESP004296,EMP01029,3,2025-03-27,54.2,6.8,5.8,6.2,5.1,7.0,5.3,6.8,5.4,7.2,4.8,5.0,6.8,0,5.9,1.2,0.542,33,1,17
RESP004297,EMP01030,3,2025-03-27,56.7,6.2,5.5,6.3,6.8,5.6,6.8,6.6,7.4,6.5,6.8,5.0,5.9,0,6.1,-0.1,0.567,49,0,11
RESP004298,EMP01031,3,2025-03-27,46.3,5.3,4.5,4.6,6.4,5.7,5.3,5.4,5.3,4.9,5.7,6.0,5.9,0,5.2,-0.0,0.463,19,0,6
RESP004299,EMP01032,3,2025-03-27,40.4,3.9,4.8,5.9,5.7,3.4,5.2,3.9,6.0,6.2,4.9,4.7,4.5,0,4.6,1.5,0.404,44,1,8
RESP004300,EMP01033,3,2025-03-27,52.9,6.1,6.5,6.6,5.6,5.8,5.9,5.2,3.6,4.8,5.1,5.1,6.9,0,5.8,0.9,0.529,76,1,19
RESP004301,EMP01035,3,2025-03-27,53.0,6.6,5.2,7.0,5.7,5.5,6.0,5.7,5.0,6.2,4.7,5.6,6.1,0,5.8,0.8,0.53,47,1,6
RESP004302,EMP01036,3,2025-03-27,38.9,4.0,4.1,4.4,5.2,3.9,4.5,5.0,4.0,3.6,5.5,5.1,5.8,0,4.5,1.2,0.389,13,0,8
RESP004303,EMP01037,3,2025-03-27,49.1,4.6,6.5,5.3,5.5,4.4,5.5,5.4,4.6,6.2,5.4,6.3,4.7,0,5.4,-0.6,0.491,46,0,23
RESP004304,EMP01038,3,2025-03-27,42.7,4.6,6.6,4.6,5.1,5.9,6.0,4.8,4.1,4.1,4.8,3.6,5.4,0,4.8,0.3,0.427,7,0,12
RESP004305,EMP01039,3,2025-03-27,69.2,6.4,6.8,6.9,7.1,7.5,8.0,6.0,8.0,7.8,6.8,6.6,7.0,0,7.2,-0.8,0.692,31,0,11
RESP004306,EMP01040,3,2025-03-27,34.5,5.1,4.0,3.7,2.7,4.4,4.3,4.0,4.2,4.8,4.4,4.4,5.2,0,4.1,0.1,0.345,25,0,13
RESP004307,EMP01041,3,2025-03-27,32.2,2.9,4.2,5.0,3.3,4.8,3.9,3.5,3.9,3.4,3.9,5.2,3.6,0,3.9,-0.4,0.322,22,0,4
RESP004308,EMP01043,3,2025-03-27,32.8,3.8,3.1,6.6,3.3,3.6,4.2,4.3,4.5,3.7,3.3,5.1,3.2,0,4.0,-0.2,0.328,41,0,9
RESP004309,EMP01044,3,2025-03-27,50.9,5.1,5.7,4.4,7.3,4.8,6.3,4.8,5.0,5.6,6.2,6.3,6.0,0,5.6,1.0,0.509,55,0,11
RESP004310,EMP01045,3,2025-03-27,24.7,4.3,3.1,3.6,2.7,2.9,2.6,2.3,2.6,3.2,3.0,4.5,3.9,0,3.2,0.0,0.247,46,0,7
RESP004311,EMP01046,3,2025-03-27,43.0,4.9,5.2,5.7,5.1,6.7,4.3,3.6,5.4,4.6,5.4,4.4,4.9,0,4.9,-0.2,0.43,66,0,6
RESP004312,EMP01048,3,2025-03-27,33.3,3.7,3.9,3.3,4.4,3.7,3.5,4.5,4.1,4.2,3.4,3.3,4.3,0,4.0,-1.4,0.333,65,0,0
RESP004313,EMP01049,3,2025-03-27,41.8,3.0,5.1,5.4,5.3,4.0,4.2,5.0,4.8,5.5,4.7,5.9,4.9,0,4.8,1.6,0.418,98,1,14
RESP004314,EMP01050,3,2025-03-27,38.0,4.4,5.1,4.6,3.1,4.2,5.9,4.1,4.4,4.7,4.1,4.3,4.5,0,4.4,-0.4,0.38,81,1,18
RESP004315,EMP01051,3,2025-03-27,53.5,5.4,6.2,5.7,5.5,8.2,5.2,6.3,6.8,3.9,5.3,5.8,6.9,0,5.8,-0.2,0.535,50,1,11
RESP004316,EMP01052,3,2025-03-27,41.5,4.1,5.4,6.4,3.8,6.7,5.5,4.6,7.1,4.7,4.5,5.8,5.1,0,4.7,-0.4,0.415,67,0,3
RESP004317,EMP01053,3,2025-03-27,28.6,5.3,3.2,4.0,3.1,4.3,3.8,2.4,3.5,3.4,3.3,3.9,2.6,0,3.6,-0.8,0.286,111,1,5
RESP004318,EMP01054,3,2025-03-27,29.2,4.2,4.5,3.8,3.0,4.0,3.3,2.1,1.8,3.9,3.8,2.5,4.1,0,3.6,2.3,0.292,44,0,11
RESP004319,EMP01055,3,2025-03-27,28.8,3.9,3.2,4.5,5.3,3.0,2.6,3.9,3.5,3.6,3.1,3.5,2.4,0,3.6,-1.4,0.288,163,0,0
RESP004320,EMP01056,3,2025-03-27,28.6,3.2,2.5,4.4,3.6,4.5,3.8,3.0,2.5,3.6,4.0,3.9,4.0,0,3.6,-0.2,0.286,47,0,11
RESP004321,EMP01057,3,2025-03-27,38.2,5.0,4.4,3.7,5.3,5.5,4.5,4.3,5.4,4.2,4.3,4.3,3.4,0,4.4,-0.8,0.382,54,0,6
RESP004322,EMP01058,3,2025-03-27,65.5,5.7,5.8,6.1,7.6,6.0,8.2,8.1,6.8,7.1,6.2,8.6,7.2,0,6.9,-0.4,0.655,107,1,12
RESP004323,EMP01059,3,2025-03-27,73.8,7.9,7.4,7.7,7.4,7.9,7.8,8.8,6.7,6.7,7.4,8.4,10.0,1,7.6,-0.8,0.738,76,1,10
RESP004324,EMP01060,3,2025-03-27,33.6,4.0,4.7,5.9,3.6,3.5,4.6,3.8,4.5,4.4,3.4,3.7,3.8,0,4.0,-0.1,0.336,31,0,5
RESP004325,EMP01062,3,2025-03-27,27.3,3.7,3.5,2.1,3.0,3.0,3.9,3.0,4.9,1.8,4.0,4.4,2.5,0,3.5,-1.1,0.273,31,0,0
RESP004326,EMP01063,3,2025-03-27,31.5,3.1,2.6,2.9,3.9,4.3,4.2,5.4,3.8,5.0,2.7,1.2,3.2,0,3.8,-0.4,0.315,17,1,5
RESP004327,EMP01064,3,2025-03-27,54.9,6.9,5.5,6.1,6.9,7.6,7.1,7.1,4.1,5.2,7.6,6.4,7.4,0,5.9,0.9,0.549,54,0,13
RESP004328,EMP01065,3,2025-03-27,31.5,3.9,2.9,3.7,3.5,4.1,4.4,4.6,5.4,4.6,4.5,2.8,2.5,0,3.8,0.4,0.315,33,0,6
RESP004329,EMP01066,3,2025-03-27,43.8,5.3,5.4,5.7,4.0,5.0,6.3,4.5,4.4,5.6,4.5,4.2,4.4,0,4.9,1.0,0.438,35,1,6
RESP004330,EMP01067,3,2025-03-27,28.9,3.4,3.0,5.1,4.2,3.2,3.9,2.2,2.6,3.6,3.6,4.6,2.4,0,3.6,-1.0,0.289,15,0,7
RESP004331,EMP01069,3,2025-03-27,45.3,5.2,4.9,4.5,5.1,4.7,5.9,5.3,5.6,5.6,4.5,7.1,5.9,0,5.1,-0.4,0.453,71,0,5
RESP004332,EMP01070,3,2025-03-27,35.6,4.8,3.6,4.2,4.5,4.4,4.1,4.1,2.5,4.0,4.9,4.5,3.7,0,4.2,1.5,0.356,32,1,0
RESP004333,EMP01071,3,2025-03-27,36.0,5.1,4.1,3.2,4.3,3.6,4.5,3.6,4.0,5.1,4.0,4.4,4.3,0,4.2,2.1,0.36,54,0,3
RESP004334,EMP01072,3,2025-03-27,68.7,6.4,6.8,7.3,6.3,7.7,6.6,6.6,7.0,6.0,8.2,5.6,7.7,0,7.2,-0.2,0.687,32,1,14
RESP004335,EMP01074,3,2025-03-27,45.2,4.4,4.7,5.9,4.4,6.0,5.0,3.3,5.2,5.1,5.2,5.6,5.5,0,5.1,0.0,0.452,75,0,7
RESP004336,EMP01075,3,2025-03-27,44.3,4.3,3.3,4.6,5.1,4.0,4.3,6.4,4.5,4.1,6.1,4.3,3.7,0,5.0,1.6,0.443,53,0,1
RESP004337,EMP01076,3,2025-03-27,43.2,3.4,3.9,5.4,5.5,6.6,4.2,5.0,4.8,4.3,5.9,5.3,3.9,0,4.9,-0.2,0.432,31,0,10
RESP004338,EMP01077,3,2025-03-27,36.0,4.2,4.6,2.9,5.1,4.2,4.1,3.9,3.7,3.3,4.0,3.6,4.7,0,4.2,0.3,0.36,69,1,4
RESP004339,EMP01078,3,2025-03-27,58.4,4.9,7.3,5.4,7.5,6.2,6.6,7.4,4.7,6.5,5.5,5.3,5.8,0,6.3,0.1,0.584,25,1,5
RESP004340,EMP01079,3,2025-03-27,32.1,4.3,4.2,3.6,3.7,3.6,4.1,4.6,2.0,4.0,2.7,3.1,4.1,0,3.9,-1.8,0.321,27,0,3
RESP004341,EMP01080,3,2025-03-27,29.8,2.6,3.6,4.6,3.1,3.4,4.1,4.0,3.0,4.1,3.5,4.1,2.0,0,3.7,0.6,0.298,51,1,8
RESP004342,EMP01081,3,2025-03-27,42.0,4.4,5.1,4.5,3.4,4.4,5.2,4.7,4.9,3.6,4.7,4.8,5.3,0,4.8,1.1,0.42,44,0,11
RESP004343,EMP01083,3,2025-03-27,22.1,3.4,3.2,4.3,2.5,3.4,2.0,2.5,2.2,1.4,3.3,2.7,3.4,0,3.0,-0.4,0.221,25,0,8
RESP004344,EMP01085,3,2025-03-27,26.8,3.6,4.5,4.2,3.2,3.9,3.5,3.1,3.1,2.9,3.0,3.8,4.3,0,3.4,-0.1,0.268,64,1,0
RESP004345,EMP01086,3,2025-03-27,35.6,4.8,2.9,4.0,4.2,4.9,5.0,4.0,3.1,2.8,6.0,4.3,4.1,0,4.2,-0.8,0.356,68,0,12
RESP004346,EMP01087,3,2025-03-27,39.8,5.1,3.9,5.2,3.5,4.3,3.2,3.0,3.9,3.7,4.6,4.9,4.9,0,4.6,-0.3,0.398,78,1,12
RESP004347,EMP01088,3,2025-03-27,48.7,5.6,4.0,5.5,5.6,5.6,6.2,5.8,5.8,4.6,6.6,6.5,5.6,0,5.4,-0.8,0.487,13,1,6
RESP004348,EMP01089,3,2025-03-27,42.3,5.5,5.7,4.0,4.4,5.7,4.7,5.7,3.9,5.7,4.4,6.3,5.5,0,4.8,0.8,0.423,15,0,4
RESP004349,EMP01090,3,2025-03-27,31.0,2.8,4.5,4.2,2.1,3.0,4.1,3.4,2.9,2.9,3.8,2.7,3.7,0,3.8,-0.6,0.31,51,0,4
RESP004350,EMP01091,3,2025-03-27,54.4,6.4,5.0,7.8,6.4,6.4,5.8,5.2,6.2,5.8,6.3,5.2,6.1,0,5.9,0.0,0.544,30,1,13
RESP004351,EMP01092,3,2025-03-27,52.3,6.1,5.8,5.8,5.2,6.1,6.0,5.4,6.4,5.2,5.0,6.5,6.8,0,5.7,-0.5,0.523,60,1,9
RESP004352,EMP01093,3,2025-03-27,28.3,3.7,3.3,4.3,5.4,4.5,3.3,3.8,2.8,3.4,4.1,3.2,2.6,0,3.5,2.0,0.283,25,0,5
RESP004353,EMP01094,3,2025-03-27,25.2,3.4,2.8,2.8,4.6,3.2,1.9,4.1,2.7,2.9,3.6,2.7,3.6,0,3.3,-0.2,0.252,24,0,4
RESP004354,EMP01095,3,2025-03-27,22.6,4.1,1.8,3.2,4.1,3.1,3.8,2.9,3.7,3.2,3.0,3.4,3.0,0,3.0,1.3,0.226,57,0,4
RESP004355,EMP01096,3,2025-03-27,46.4,4.8,5.6,6.0,6.0,5.1,5.0,5.1,5.6,6.9,4.0,6.0,6.0,0,5.2,0.8,0.464,41,0,14
RESP004356,EMP01097,3,2025-03-27,36.1,3.0,3.6,3.9,3.9,4.4,3.8,6.5,3.9,3.6,5.1,4.1,5.0,0,4.3,1.3,0.361,72,0,15
RESP004357,EMP01098,3,2025-03-27,15.2,4.0,2.3,1.6,2.0,2.5,1.9,2.7,2.3,1.5,1.6,2.1,1.0,0,2.4,-1.6,0.152,79,0,6
RESP004358,EMP01099,3,2025-03-27,47.4,5.6,4.7,6.9,4.5,7.8,4.9,4.5,7.9,4.4,5.9,5.5,5.8,0,5.3,1.2,0.474,63,0,11
RESP004359,EMP01100,3,2025-03-27,41.2,4.7,4.0,4.5,4.6,3.9,4.3,4.3,4.5,6.6,3.9,2.5,5.0,0,4.7,-0.8,0.412,75,0,1
RESP004360,EMP01101,3,2025-03-27,56.7,7.1,6.8,6.5,5.9,6.6,7.4,5.6,6.7,6.4,6.4,6.3,5.9,0,6.1,-0.3,0.567,59,1,14
RESP004361,EMP01102,3,2025-03-27,59.4,6.9,5.8,6.9,5.6,6.3,5.8,6.4,5.0,5.8,6.0,6.6,5.3,0,6.3,0.2,0.594,32,1,12
RESP004362,EMP01103,3,2025-03-27,36.2,4.8,5.0,3.6,4.7,3.2,4.5,4.4,4.4,3.6,4.2,3.8,4.0,0,4.3,1.7,0.362,45,0,3
RESP004363,EMP01105,3,2025-03-27,29.2,4.7,2.6,3.5,4.1,3.9,3.2,3.4,3.1,5.2,5.2,4.3,3.7,0,3.6,-1.2,0.292,35,0,12
RESP004364,EMP01106,3,2025-03-27,62.8,6.5,7.5,7.2,6.1,8.2,7.9,7.1,6.3,7.3,6.5,7.4,7.8,0,6.7,-0.6,0.628,56,1,11
RESP004365,EMP01107,3,2025-03-27,56.1,6.1,7.3,8.5,5.4,6.7,7.0,5.9,6.2,7.3,5.8,5.5,7.0,0,6.0,0.1,0.561,39,1,9
RESP004366,EMP01108,3,2025-03-27,63.1,7.0,7.3,8.5,7.5,6.8,6.8,5.2,8.0,7.0,5.9,5.4,6.3,0,6.7,-0.1,0.631,41,0,14
RESP004367,EMP01110,3,2025-03-27,60.0,6.7,6.7,5.8,6.4,5.6,6.3,7.8,5.9,6.5,5.6,6.8,6.2,0,6.4,-1.6,0.6,38,1,13
RESP004368,EMP01111,3,2025-03-27,27.2,3.1,4.7,3.2,3.7,3.6,2.5,1.6,2.5,2.3,4.5,2.7,3.0,0,3.4,0.5,0.272,26,0,11
RESP004369,EMP01112,3,2025-03-27,47.3,4.7,5.1,5.5,6.3,4.9,5.1,6.5,6.1,4.0,5.8,4.9,7.5,0,5.3,-0.1,0.473,49,1,12
RESP004370,EMP01113,3,2025-03-27,38.7,5.4,4.5,4.2,5.1,5.3,4.6,5.0,5.5,4.3,3.2,4.1,5.1,0,4.5,-0.1,0.387,36,0,11
RESP004371,EMP01114,3,2025-03-27,37.3,4.8,5.5,4.3,4.2,4.9,4.2,4.1,4.8,4.3,5.3,4.4,3.8,0,4.4,0.3,0.373,100,1,14
RESP004372,EMP01115,3,2025-03-27,38.6,4.8,4.3,4.4,4.5,5.1,3.1,2.8,3.9,4.8,4.4,5.8,4.4,0,4.5,-0.1,0.386,43,1,10
RESP004373,EMP01116,3,2025-03-27,44.9,4.6,5.9,6.2,6.0,6.0,6.2,5.6,3.8,3.5,5.3,6.1,4.0,0,5.0,0.3,0.449,75,0,11
