employee_id,age,tenure_months,department,seniority,intrinsic_motivation,learning_orientation,social_connection
EMP00461,25,23,Marketing,IC1,0.58,0.71,0.403
EMP00462,22,23,Customer Success,Director,0.866,0.487,0.306
EMP00463,28,12,Finance,Director,0.607,0.598,0.547
EMP00464,36,11,Product,Manager,0.71,0.343,0.245
EMP00465,38,14,Customer Success,IC2,0.966,0.697,0.517
EMP00466,34,22,Data,IC1,0.628,0.645,0.642
EMP00467,32,23,Customer Success,IC2,0.518,0.775,0.474
EMP00468,39,39,Product,IC2,0.761,0.778,0.732
EMP00469,43,25,Operations,IC2,0.743,0.553,0.362
EMP00470,23,54,Legal,IC3,0.746,0.672,0.386
EMP00471,23,11,Operations,IC1,0.445,0.811,0.686
EMP00472,48,23,Finance,IC1,0.739,0.294,0.781
EMP00473,22,9,Customer Success,IC1,0.678,0.744,0.684
EMP00474,23,31,Finance,IC2,0.793,0.59,0.57
EMP00475,25,19,Operations,IC1,0.787,0.862,0.513
EMP00476,47,55,Legal,IC1,0.782,0.445,0.703
EMP00477,35,9,Sales,IC3,0.609,0.869,0.732
EMP00478,23,12,Marketing,IC3,0.42,0.439,0.71
EMP00479,40,12,Finance,IC2,0.589,0.615,0.624
EMP00480,30,51,Finance,IC2,0.654,0.94,0.699
EMP00481,22,16,Sales,IC3,0.576,0.759,0.364
EMP00482,26,40,Data,Manager,0.873,0.785,0.697
EMP00483,32,9,Data,IC2,0.424,0.659,0.691
EMP00484,42,36,Operations,IC2,0.28,0.496,0.461
EMP00485,32,54,Finance,IC1,0.823,0.71,0.515
EMP00486,31,34,Legal,IC3,0.513,0.667,0.476
EMP00487,44,4,Engineering,IC2,0.705,0.225,0.509
EMP00488,26,17,Operations,Manager,0.58,0.905,0.664
EMP00489,44,44,Operations,IC3,0.662,0.544,0.681
EMP00490,27,21,Marketing,Manager,0.815,0.549,0.581
EMP00491,22,11,Finance,IC2,0.761,0.868,0.573
EMP00492,39,26,Data,Manager,0.873,0.722,0.458
EMP00493,28,18,Data,IC3,0.847,0.549,0.639
EMP00494,25,13,Customer Success,IC2,0.643,0.881,0.398
EMP00495,31,13,HR,IC2,0.597,0.873,0.675
EMP00496,33,5,HR,IC2,0.307,0.721,0.691
EMP00497,31,29,HR,IC4,0.656,0.673,0.681
EMP00498,42,6,Marketing,IC1,0.565,0.509,0.593
EMP00499,37,4,Legal,IC2,0.556,0.736,0.418
EMP00500,32,40,HR,IC2,0.448,0.447,0.753
EMP00501,48,14,Sales,Manager,0.492,0.695,0.567
EMP00502,22,23,Product,IC3,0.325,0.538,0.318
EMP00503,40,3,Operations,IC2,0.791,0.563,0.499
EMP00504,29,25,Legal,IC2,0.759,0.636,0.544
EMP00505,34,13,Data,IC4,0.482,0.281,0.738
EMP00506,30,13,Customer Success,IC2,0.709,0.769,0.68
EMP00507,23,20,Product,IC2,0.363,0.799,0.55
EMP00508,22,14,Marketing,IC2,0.708,0.399,0.463
EMP00509,40,46,Operations,IC1,0.667,0.899,0.308
EMP00510,37,19,Marketing,IC1,0.591,0.537,0.628
EMP00511,33,25,Marketing,IC1,0.865,0.507,0.648
EMP00512,24,45,Sales,IC1,0.418,0.699,0.387
EMP00513,40,32,Engineering,IC4,0.555,0.865,0.537
EMP00514,36,26,Engineering,Manager,0.72,0.556,0.678
EMP00515,32,5,Marketing,IC4,0.498,0.651,0.43
EMP00516,22,40,HR,Manager,0.554,0.82,0.59
EMP00517,22,37,Data,IC2,0.773,0.833,0.469
EMP00518,22,30,Product,IC3,0.538,0.77,0.446
EMP00519,23,10,HR,IC1,0.773,0.681,0.571
EMP00520,39,17,Finance,IC2,0.403,0.303,0.496
EMP00521,27,17,Data,IC2,0.692,0.721,0.495
EMP00522,22,19,Marketing,IC1,0.767,0.888,0.53
EMP00523,33,15,Finance,IC1,0.809,0.896,0.657
EMP00524,40,16,HR,IC2,0.676,0.74,0.512
EMP00525,36,20,Finance,Senior Manager,0.544,0.775,0.385
EMP00526,38,24,Marketing,Manager,0.565,0.631,0.814
EMP00527,29,8,Sales,IC4,0.498,0.77,0.696
EMP00528,41,31,Engineering,IC2,0.803,0.654,0.481
EMP00529,22,10,Product,Manager,0.696,0.765,0.522
EMP00530,25,16,Finance,IC3,0.459,0.62,0.521
EMP00531,35,11,Marketing,IC2,0.396,0.836,0.803
EMP00532,32,24,Sales,IC2,0.622,0.444,0.428
EMP00533,25,29,Legal,IC4,0.824,0.475,0.401
EMP00534,26,7,HR,IC1,0.666,0.821,0.569
EMP00535,27,31,Engineering,IC3,0.584,0.393,0.726
EMP00536,39,18,Legal,IC2,0.783,0.481,0.421
EMP00537,34,29,Marketing,IC1,0.585,0.907,0.58
EMP00538,28,21,Product,IC3,0.595,0.566,0.373
EMP00539,43,10,HR,IC2,0.638,0.837,0.54
EMP00540,36,19,Sales,IC4,0.661,0.656,0.485
EMP00541,23,39,HR,IC3,0.575,0.651,0.777
EMP00542,28,32,Legal,IC3,0.823,0.579,0.423
EMP00543,33,45,Legal,IC2,0.455,0.6,0.635
EMP00544,33,36,Data,IC4,0.731,0.64,0.562
EMP00545,29,10,Customer Success,IC1,0.814,0.378,0.771
EMP00546,29,33,HR,Senior Manager,0.804,0.94,0.791
EMP00547,26,42,Data,IC3,0.344,0.492,0.597
EMP00548,35,20,Legal,IC2,0.534,0.607,0.693
EMP00549,23,18,Finance,IC2,0.888,0.524,0.401
EMP00550,29,27,Legal,Senior Manager,0.713,0.676,0.6
EMP00551,35,25,HR,IC1,0.856,0.848,0.537
EMP00552,22,8,Sales,IC4,0.717,0.95,0.921
EMP00553,34,22,HR,IC1,0.427,0.59,0.72
EMP00554,42,62,HR,IC2,0.699,0.439,0.709
EMP00555,44,30,Operations,IC1,0.6,0.413,0.513
EMP00556,31,56,Marketing,IC1,0.774,0.592,0.683
EMP00557,26,65,Operations,IC1,0.78,0.705,0.622
EMP00558,29,37,Legal,IC1,0.632,0.666,0.65
EMP00559,22,11,HR,IC2,0.485,0.391,0.309
EMP00560,31,66,Marketing,Manager,0.641,0.628,0.385
EMP00561,28,15,Operations,IC1,0.685,0.789,0.263
EMP00562,41,35,HR,IC2,0.691,0.688,0.416
EMP00563,26,39,Product,IC2,0.414,0.749,0.331
EMP00564,32,77,Operations,IC1,0.602,0.407,0.715
EMP00565,31,33,Marketing,Manager,0.829,0.554,0.531
EMP00566,35,21,Operations,IC2,0.83,0.523,0.386
EMP00567,24,30,Customer Success,IC2,0.677,0.739,0.661
EMP00568,27,7,Customer Success,Manager,0.795,0.5,0.122
EMP00569,25,19,Legal,IC2,0.769,0.429,0.67
EMP00570,31,23,Product,IC3,0.609,0.748,0.453
EMP00571,49,22,Sales,IC2,0.697,0.879,0.55
EMP00572,27,24,Sales,IC3,0.803,0.631,0.282
EMP00573,32,5,Marketing,IC2,0.638,0.836,0.585
EMP00574,30,44,Finance,IC2,0.695,0.749,0.408
EMP00575,29,25,Sales,IC2,0.628,0.84,0.261
EMP00576,27,16,Marketing,IC1,0.747,0.379,0.94
EMP00577,33,10,Product,IC2,0.355,0.592,0.415
EMP00578,26,23,Finance,IC1,0.615,0.236,0.204
EMP00579,38,33,Finance,IC2,0.615,0.606,0.573
EMP00580,30,40,Customer Success,IC3,0.684,0.676,0.885
EMP00581,28,25,Legal,IC3,0.532,0.711,0.573
EMP00582,22,16,HR,Manager,0.642,0.73,0.566
EMP00583,38,24,Finance,IC3,0.481,0.734,0.618
EMP00584,25,35,Engineering,Manager,0.707,0.506,0.917
EMP00585,26,20,Marketing,IC2,0.467,0.526,0.563
EMP00586,34,36,Finance,IC2,0.701,0.486,0.393
EMP00587,33,23,Finance,IC2,0.357,0.772,0.422
EMP00588,24,14,Data,IC1,0.397,0.329,0.748
EMP00589,36,45,Engineering,IC1,0.427,0.759,0.873
EMP00590,29,20,Data,IC3,0.717,0.785,0.621
EMP00591,36,41,Finance,IC2,0.862,0.51,0.762
EMP00592,32,29,HR,IC4,0.553,0.353,0.507
EMP00593,22,10,Engineering,IC1,0.783,0.763,0.605
EMP00594,37,52,Customer Success,IC4,0.8,0.4,0.43
EMP00595,22,13,Operations,Senior Manager,0.702,0.469,0.631
EMP00596,22,21,Finance,IC4,0.887,0.52,0.693
EMP00597,22,27,Finance,IC3,0.339,0.856,0.325
EMP00598,33,34,Legal,Manager,0.637,0.778,0.392
EMP00599,41,13,Legal,Manager,0.263,0.62,0.356
EMP00600,44,29,Data,IC3,0.634,0.872,0.355
EMP00601,41,9,Marketing,IC1,0.403,0.355,0.434
EMP00602,22,33,HR,IC1,0.764,0.59,0.403
EMP00603,33,54,Marketing,Manager,0.82,0.499,0.651
EMP00604,41,30,Operations,IC2,0.776,0.529,0.372
EMP00605,33,29,Finance,IC3,0.52,0.628,0.666
EMP00606,22,34,HR,IC3,0.483,0.523,0.62
EMP00607,29,26,Engineering,Director,0.438,0.695,0.599
EMP00608,28,5,Finance,IC2,0.621,0.356,0.364
EMP00609,22,33,Customer Success,IC2,0.627,0.484,0.544
EMP00610,28,44,Finance,IC4,0.407,0.483,0.499
EMP00611,38,49,Sales,IC2,0.643,0.823,0.796
EMP00612,33,25,HR,IC4,0.611,0.871,0.501
EMP00613,29,41,Sales,Senior Manager,0.433,0.685,0.733
EMP00614,31,23,Data,Senior Manager,0.603,0.576,0.557
EMP00615,26,42,Legal,IC1,0.813,0.465,0.394
EMP00616,36,21,Engineering,IC1,0.583,0.627,0.827
EMP00617,22,45,Finance,IC2,0.532,0.586,0.68
EMP00618,22,19,Data,IC1,0.766,0.842,0.325
EMP00619,35,17,Data,IC1,0.74,0.829,0.842
EMP00620,36,13,Engineering,IC3,0.648,0.464,0.66
EMP00621,34,13,Product,IC3,0.198,0.816,0.729
EMP00622,29,27,Finance,IC1,0.457,0.771,0.616
EMP00623,46,14,Sales,Manager,0.419,0.623,0.443
EMP00624,40,16,HR,IC2,0.459,0.517,0.301
EMP00625,43,48,Sales,IC1,0.544,0.675,0.718
EMP00626,45,17,Engineering,IC3,0.49,0.398,0.434
EMP00627,44,34,Operations,IC2,0.567,0.447,0.922
EMP00628,33,13,Finance,IC2,0.649,0.827,0.703
EMP00629,40,7,Customer Success,Director,0.619,0.73,0.631
EMP00630,22,17,Marketing,IC1,0.641,0.848,0.5
EMP00631,31,42,HR,IC1,0.422,0.729,0.512
EMP00632,27,38,Customer Success,IC1,0.532,0.437,0.37
EMP00633,47,13,Customer Success,Manager,0.326,0.685,0.398
EMP00634,24,17,Finance,Manager,0.721,0.731,0.705
EMP00635,44,32,Operations,IC1,0.445,0.701,0.722
EMP00636,41,59,Finance,Manager,0.525,0.453,0.638
EMP00637,30,15,Operations,IC1,0.671,0.672,0.565
EMP00638,37,38,Product,Manager,0.645,0.494,0.715
EMP00639,42,15,HR,IC1,0.682,0.627,0.294
EMP00640,31,50,Engineering,IC2,0.652,0.608,0.766
EMP00641,23,5,Legal,IC4,0.919,0.849,0.62
EMP00642,41,25,Engineering,IC1,0.593,0.89,0.587
EMP00643,31,31,Customer Success,IC4,0.88,0.731,0.706
EMP00644,35,10,Marketing,Director,0.915,0.327,0.646
EMP00645,54,18,Product,IC2,0.793,0.427,0.77
EMP00646,23,37,Engineering,IC2,0.531,0.63,0.372
EMP00647,35,26,Engineering,IC3,0.508,0.884,0.565
EMP00648,33,10,Marketing,IC3,0.895,0.668,0.827
EMP00649,40,20,Marketing,IC2,0.752,0.647,0.332
EMP00650,33,30,Engineering,IC4,0.448,0.782,0.434
EMP00651,32,19,Data,IC3,0.739,0.488,0.541
EMP00652,28,25,Sales,IC1,0.597,0.894,0.368
EMP00653,22,20,Marketing,IC1,0.519,0.221,0.702
EMP00654,26,26,Sales,Director,0.321,0.425,0.493
EMP00655,37,15,HR,IC1,0.755,0.462,0.465
EMP00656,31,11,Product,IC1,0.744,0.631,0.604
EMP00657,34,22,Data,Manager,0.615,0.816,0.85
EMP00658,38,20,Marketing,IC2,0.506,0.628,0.424
EMP00659,26,24,HR,IC4,0.705,0.681,0.771
EMP00660,43,5,Operations,Director,0.57,0.469,0.409
EMP00661,36,16,Customer Success,IC1,0.283,0.542,0.459
EMP00662,41,32,Sales,IC3,0.429,0.681,0.412
EMP00663,39,18,Data,IC3,0.659,0.673,0.423
EMP00664,22,27,Data,Manager,0.56,0.772,0.435
EMP00665,38,14,Product,IC1,0.773,0.483,0.591
EMP00666,48,11,Sales,IC1,0.439,0.704,0.339
EMP00667,28,16,Operations,IC1,0.716,0.837,0.733
EMP00668,34,37,Product,IC3,0.552,0.433,0.783
EMP00669,31,22,Data,IC1,0.621,0.903,0.676
EMP00670,22,15,Engineering,IC2,0.485,0.551,0.63
EMP00671,51,15,Operations,IC1,0.235,0.556,0.498
EMP00672,32,19,Data,IC4,0.303,0.648,0.544
EMP00673,33,46,Finance,IC4,0.597,0.566,0.526
EMP00674,43,18,Finance,IC1,0.197,0.785,0.65
EMP00675,30,12,Marketing,IC3,0.896,0.693,0.601
EMP00676,23,31,Product,IC1,0.691,0.773,0.569
EMP00677,25,17,Data,IC3,0.527,0.878,0.668
EMP00678,39,27,Marketing,IC2,0.421,0.788,0.484
EMP00679,28,38,Product,Manager,0.702,0.612,0.648
EMP00680,22,25,Operations,IC1,0.395,0.655,0.38
EMP00681,22,24,Data,IC3,0.451,0.646,0.448
EMP00682,35,58,Product,IC2,0.479,0.447,0.881
EMP00683,30,31,Data,Manager,0.561,0.595,0.705
EMP00684,28,2,Engineering,IC1,0.676,0.281,0.78
EMP00685,22,9,Customer Success,IC2,0.526,0.774,0.551
EMP00686,26,14,Legal,IC1,0.42,0.746,0.386
EMP00687,32,16,Finance,IC1,0.754,0.54,0.544
EMP00688,45,19,Customer Success,IC3,0.564,0.463,0.467
EMP00689,30,30,Product,IC2,0.415,0.851,0.477
EMP00690,50,34,Legal,IC4,0.58,0.692,0.794
EMP00691,40,3,Customer Success,IC4,0.629,0.605,0.432
EMP00692,38,12,Engineering,IC3,0.368,0.963,0.382
EMP00693,33,17,Finance,IC2,0.657,0.654,0.584
EMP00694,25,23,HR,IC2,0.706,0.432,0.436
EMP00695,24,9,Product,IC3,0.777,0.739,0.309
EMP00696,33,50,Finance,IC2,0.669,0.775,0.453
EMP00697,25,34,Customer Success,IC2,0.41,0.741,0.583
EMP00698,32,10,HR,Senior Manager,0.881,0.556,0.536
EMP00699,29,10,Sales,IC1,0.687,0.587,0.809
EMP00700,37,39,Finance,IC2,0.379,0.333,0.754
EMP00701,35,13,Sales,IC1,0.562,0.768,0.242
EMP00702,22,63,Legal,IC2,0.613,0.964,0.452
EMP00703,44,25,Operations,IC1,0.457,0.706,0.28
EMP00704,29,22,Data,Manager,0.725,0.887,0.915
EMP00705,34,10,Legal,IC1,0.576,0.795,0.447
EMP00706,33,39,HR,IC1,0.469,0.76,0.443
EMP00707,36,41,HR,IC1,0.679,0.754,0.628
EMP00708,26,18,Finance,IC2,0.639,0.628,0.552
EMP00709,33,62,Data,Director,0.578,0.518,0.467
EMP00710,34,24,Operations,Senior Manager,0.476,0.735,0.645
EMP00711,39,1,Customer Success,IC4,0.775,0.641,0.61
EMP00712,24,9,Marketing,IC1,0.763,0.843,0.439
EMP00713,44,15,Product,IC1,0.712,0.787,0.664
EMP00714,28,20,Operations,IC3,0.715,0.607,0.48
EMP00715,29,16,HR,IC3,0.464,0.493,0.639
EMP00716,31,21,Marketing,IC1,0.684,0.557,0.137
EMP00717,47,10,HR,Manager,0.879,0.584,0.639
EMP00718,27,33,Data,IC2,0.911,0.581,0.751
EMP00719,36,38,Data,Senior Manager,0.628,0.666,0.655
EMP00720,28,4,Finance,IC2,0.782,0.738,0.774
EMP00721,37,75,Customer Success,IC3,0.578,0.825,0.368
EMP00722,25,18,Engineering,IC4,0.573,0.639,0.67
EMP00723,29,19,HR,IC1,0.724,0.778,0.336
EMP00724,31,20,Customer Success,Manager,0.445,0.718,0.497
EMP00725,42,24,Sales,Manager,0.685,0.447,0.622
EMP00726,28,37,HR,Director,0.638,0.84,0.628
EMP00727,35,24,Marketing,IC3,0.632,0.576,0.241
EMP00728,22,10,Customer Success,IC2,0.711,0.382,0.605
EMP00729,28,11,Operations,IC3,0.36,0.766,0.319
EMP00730,30,36,Customer Success,IC1,0.5,0.613,0.509
EMP00731,41,23,Operations,IC3,0.701,0.861,0.44
EMP00732,33,36,Data,IC2,0.207,0.392,0.624
EMP00733,44,15,Operations,IC2,0.634,0.864,0.359
EMP00734,29,27,Legal,IC3,0.492,0.722,0.624
EMP00735,28,30,Engineering,IC3,0.925,0.674,0.323
EMP00736,22,27,Legal,IC1,0.686,0.206,0.813
EMP00737,38,25,Marketing,Manager,0.66,0.512,0.536
EMP00738,35,35,Product,IC4,0.818,0.505,0.324
EMP00739,26,12,Marketing,IC2,0.76,0.526,0.376
EMP00740,26,35,Finance,IC1,0.794,0.572,0.429
EMP00741,30,23,HR,IC3,0.669,0.5,0.211
EMP00742,24,10,Legal,IC1,0.503,0.57,0.551
EMP00743,27,19,Marketing,IC2,0.513,0.768,0.777
EMP00744,25,13,HR,Manager,0.322,0.531,0.362
EMP00745,22,30,HR,IC1,0.563,0.37,0.772
EMP00746,22,20,HR,Senior Manager,0.449,0.654,0.489
EMP00747,26,12,Engineering,Senior Manager,0.889,0.582,0.328
EMP00748,23,48,Product,IC2,0.187,0.88,0.84
EMP00749,22,42,Operations,IC4,0.565,0.625,0.651
EMP00750,42,15,Marketing,IC1,0.751,0.748,0.522
EMP00751,31,29,Finance,IC1,0.64,0.46,0.522
EMP00752,41,25,Marketing,IC2,0.571,0.736,0.644
EMP00753,29,37,Operations,IC2,0.673,0.542,0.575
EMP00754,27,18,Data,IC4,0.662,0.664,0.386
EMP00755,28,18,Customer Success,IC3,0.698,0.434,0.567
EMP00756,39,15,HR,IC2,0.682,0.437,0.401
EMP00757,37,30,Legal,Senior Manager,0.936,0.614,0.471
EMP00758,25,12,Legal,IC4,0.58,0.56,0.457
EMP00759,24,15,Customer Success,IC2,0.859,0.681,0.313
EMP00760,31,15,Finance,IC1,0.901,0.805,0.534
EMP00761,28,55,Legal,IC1,0.804,0.753,0.176
EMP00762,37,17,Customer Success,IC3,0.449,0.413,0.498
EMP00763,34,23,Customer Success,IC2,0.505,0.824,0.624
EMP00764,24,24,HR,IC1,0.781,0.722,0.506
EMP00765,33,33,Operations,Senior Manager,0.772,0.541,0.807
EMP00766,35,16,Operations,IC1,0.772,0.647,0.488
EMP00767,26,8,Operations,Senior Manager,0.425,0.708,0.672
EMP00768,33,27,Marketing,IC1,0.622,0.492,0.499
EMP00769,40,2,Product,IC1,0.657,0.657,0.735
EMP00770,27,33,Marketing,IC1,0.275,0.787,0.657
EMP00771,23,22,Customer Success,IC1,0.531,0.295,0.671
EMP00772,33,20,Product,Senior Manager,0.108,0.606,0.37
EMP00773,34,10,Legal,IC1,0.909,0.806,0.614
EMP00774,35,20,Sales,IC4,0.671,0.624,0.36
EMP00775,34,40,Marketing,IC3,0.712,0.305,0.577
EMP00776,22,35,Marketing,IC2,0.886,0.616,0.795
EMP00777,50,23,HR,IC2,0.641,0.54,0.477
EMP00778,29,23,Operations,IC2,0.758,0.662,0.842
EMP00779,29,14,Data,IC2,0.195,0.882,0.698
EMP00780,35,14,Legal,IC3,0.739,0.543,0.675
EMP00781,31,6,Data,Director,0.969,0.606,0.669
EMP00782,31,23,Operations,IC1,0.636,0.563,0.696
EMP00783,33,20,Product,IC1,0.777,0.436,0.447
EMP00784,28,10,Marketing,IC1,0.82,0.557,0.782
EMP00785,26,33,Operations,IC1,0.606,0.789,0.782
EMP00786,26,13,Marketing,IC2,0.303,0.527,0.502
EMP00787,29,16,Customer Success,Senior Manager,0.654,0.603,0.686
EMP00788,30,10,Sales,IC2,0.745,0.671,0.518
EMP00789,35,35,Operations,IC1,0.558,0.626,0.513
EMP00790,33,13,Engineering,IC3,0.702,0.577,0.373
EMP00791,22,29,Legal,IC3,0.529,0.555,0.755
EMP00792,25,22,Sales,Manager,0.52,0.312,0.619
EMP00793,31,36,Operations,Senior Manager,0.688,0.637,0.659
EMP00794,36,17,Engineering,IC1,0.73,0.629,0.774
EMP00795,22,15,Engineering,Manager,0.613,0.726,0.6
EMP00796,29,26,Legal,IC2,0.625,0.672,0.441
EMP00797,28,34,Operations,IC3,0.701,0.763,0.521
EMP00798,27,7,Sales,IC3,0.583,0.765,0.344
EMP00799,41,22,HR,IC2,0.591,0.571,0.346
EMP00800,25,23,Product,Director,0.489,0.683,0.568
EMP00801,46,23,Engineering,Manager,0.617,0.775,0.428
EMP00802,42,1,Data,IC2,0.489,0.813,0.709
EMP00803,44,23,Operations,IC3,0.409,0.485,0.8
EMP00804,41,39,HR,Director,0.612,0.801,0.249
EMP00805,33,18,HR,IC1,0.779,0.586,0.437
EMP00806,30,27,HR,IC1,0.552,0.745,0.635
EMP00807,22,74,Customer Success,IC1,0.586,0.484,0.646
EMP00808,22,12,Sales,Manager,0.639,0.58,0.69
EMP00809,42,7,Engineering,IC1,0.647,0.801,0.639
EMP00810,30,30,Operations,Director,0.636,0.6,0.629
EMP00811,45,20,HR,IC3,0.645,0.382,0.471
EMP00812,25,28,Product,IC2,0.898,0.9,0.619
EMP00813,24,21,Product,IC3,0.351,0.318,0.775
EMP00814,23,8,Finance,IC4,0.815,0.847,0.406
EMP00815,32,15,HR,IC1,0.813,0.818,0.333
EMP00816,42,24,Product,IC4,0.814,0.884,0.592
EMP00817,47,22,Data,IC1,0.563,0.503,0.589
EMP00818,22,6,Engineering,IC4,0.757,0.773,0.654
EMP00819,37,10,Sales,IC3,0.534,0.859,0.562
EMP00820,27,30,Sales,IC4,0.226,0.881,0.561
EMP00821,27,11,Data,Director,0.488,0.798,0.689
EMP00822,22,43,Operations,IC4,0.437,0.751,0.538
EMP00823,38,27,Product,IC1,0.724,0.431,0.389
EMP00824,32,9,Marketing,IC1,0.595,0.403,0.432
EMP00825,35,39,Product,IC3,0.568,0.539,0.377
EMP00826,35,20,Legal,IC1,0.771,0.469,0.513
EMP00827,29,29,Finance,Senior Manager,0.486,0.651,0.78
EMP00828,30,25,Data,IC1,0.871,0.439,0.412
EMP00829,31,38,Data,IC1,0.803,0.585,0.483
EMP00830,27,21,Data,IC1,0.649,0.841,0.493
EMP00831,27,13,Marketing,IC4,0.654,0.793,0.631
EMP00832,28,1,Legal,IC1,0.712,0.391,0.548
EMP00833,32,48,Finance,IC3,0.959,0.65,0.765
EMP00834,22,17,HR,IC2,0.606,0.524,0.611
EMP00835,27,7,HR,Senior Manager,0.733,0.831,0.676
EMP00836,29,20,Operations,IC3,0.701,0.454,0.631
EMP00837,37,24,Data,IC1,0.541,0.226,0.754
EMP00838,42,13,Finance,IC2,0.882,0.514,0.59
EMP00839,40,15,Operations,IC3,0.811,0.269,0.679
EMP00840,37,23,Data,IC1,0.717,0.497,0.783
EMP00841,31,27,Data,Senior Manager,0.697,0.549,0.581
EMP00842,36,8,Engineering,IC2,0.671,0.684,0.411
EMP00843,35,9,Data,IC2,0.694,0.512,0.519
EMP00844,39,20,Product,Manager,0.794,0.802,0.384
EMP00845,31,22,Marketing,IC2,0.677,0.498,0.674
EMP00846,41,9,Marketing,IC4,0.551,0.489,0.637
EMP00847,31,22,Operations,IC3,0.445,0.512,0.522
EMP00848,36,57,Product,IC4,0.605,0.556,0.458
EMP00849,34,51,Sales,IC1,0.402,0.642,0.805
EMP00850,22,41,Marketing,IC4,0.605,0.624,0.605
EMP00851,22,20,Sales,IC4,0.595,0.699,0.708
EMP00852,37,35,Legal,IC3,0.752,0.717,0.681
EMP00853,38,40,Product,IC1,0.388,0.801,0.348
EMP00854,24,12,Sales,IC2,0.789,0.574,0.79
EMP00855,30,30,Engineering,IC3,0.69,0.548,0.606
EMP00856,25,30,Finance,Senior Manager,0.704,0.57,0.667
EMP00857,28,32,HR,IC4,0.77,0.433,0.782
EMP00858,29,20,Data,IC1,0.599,0.521,0.555
EMP00859,26,33,HR,IC2,0.664,0.611,0.589
EMP00860,27,23,Operations,IC3,0.752,0.896,0.558
EMP00861,34,18,Engineering,IC3,0.526,0.58,0.525
EMP00862,29,7,Marketing,IC1,0.588,0.32,0.448
EMP00863,37,22,Operations,IC2,0.441,0.354,0.691
EMP00864,33,20,Operations,IC2,0.761,0.757,0.518
EMP00865,29,36,HR,IC2,0.775,0.58,0.596
EMP00866,26,50,Product,IC2,0.44,0.547,0.392
EMP00867,29,21,Marketing,IC3,0.664,0.661,0.431
EMP00868,38,40,Operations,IC1,0.685,0.696,0.451
EMP00869,40,24,Data,Manager,0.502,0.635,0.519
EMP00870,22,11,Marketing,IC1,0.7,0.898,0.663
EMP00871,38,22,Finance,IC2,0.604,0.694,0.54
EMP00872,32,40,Product,IC2,0.539,0.815,0.514
EMP00873,29,17,Legal,Senior Manager,0.622,0.584,0.409
EMP00874,22,16,Marketing,IC1,0.768,0.552,0.667
EMP00875,34,6,Sales,IC2,0.827,0.509,0.561
EMP00876,34,34,Operations,IC3,0.3,0.538,0.495
EMP00877,31,27,Sales,Manager,0.472,0.445,0.508
EMP00878,45,29,Product,Manager,0.585,0.559,0.59
EMP00879,33,21,Engineering,IC1,0.684,0.695,0.549
EMP00880,40,3,Sales,IC3,0.552,0.278,0.446
EMP00881,37,13,Operations,IC2,0.845,0.579,0.459
EMP00882,22,14,Data,IC4,0.795,0.586,0.555
EMP00883,33,51,Data,Manager,0.953,0.68,0.664
EMP00884,40,17,Operations,IC2,0.545,0.565,0.657
EMP00885,38,2,HR,Senior Manager,0.749,0.753,0.455
EMP00886,29,59,Product,IC3,0.822,0.338,0.52
EMP00887,29,20,HR,IC1,0.848,0.94,0.44
EMP00888,29,33,Operations,Senior Manager,0.795,0.485,0.647
EMP00889,34,23,Finance,IC2,0.475,0.521,0.77
EMP00890,39,11,Operations,IC2,0.351,0.919,0.736
EMP00891,32,11,Legal,IC1,0.672,0.473,0.455
EMP00892,27,53,Legal,IC2,0.686,0.678,0.272
EMP00893,26,8,HR,Director,0.766,0.697,0.212
EMP00894,32,8,HR,IC3,0.849,0.482,0.584
EMP00895,22,11,Product,Manager,0.737,0.622,0.552
EMP00896,32,20,Data,IC3,0.544,0.836,0.533
EMP00897,32,5,Engineering,IC2,0.771,0.866,0.474
EMP00898,36,12,Finance,IC1,0.528,0.417,0.783
EMP00899,29,36,Customer Success,IC2,0.375,0.453,0.692
EMP00900,26,17,Data,IC4,0.534,0.363,0.761
EMP00901,37,6,Operations,IC3,0.843,0.87,0.276
EMP00902,35,12,Engineering,Senior Manager,0.631,0.578,0.585
EMP00903,36,11,Product,IC1,0.486,0.916,0.448
EMP00904,42,3,Marketing,IC4,0.704,0.564,0.477
EMP00905,25,17,Data,Manager,0.846,0.764,0.553
EMP00906,30,68,Data,IC3,0.718,0.761,0.659
EMP00907,37,44,Engineering,IC1,0.874,0.693,0.411
EMP00908,24,21,Operations,IC2,0.56,0.534,0.378
EMP00909,51,29,Data,IC2,0.603,0.645,0.397
EMP00910,40,16,Engineering,IC2,0.684,0.302,0.751
EMP00911,44,13,Sales,Senior Manager,0.648,0.775,0.5
EMP00912,34,20,HR,IC2,0.9,0.802,0.432
EMP00913,28,33,Legal,IC2,0.604,0.604,0.558
EMP00914,32,8,HR,IC3,0.812,0.882,0.741
EMP00915,29,13,Operations,IC2,0.571,0.575,0.6
EMP00916,41,61,Sales,Manager,0.576,0.566,0.686
EMP00917,31,19,Data,IC2,0.797,0.339,0.603
EMP00918,43,36,Finance,IC3,0.655,0.734,0.439
EMP00919,36,8,HR,IC3,0.563,0.602,0.633
EMP00920,33,39,Product,IC3,0.917,0.906,0.465
EMP00921,25,5,HR,Manager,0.801,0.772,0.31
EMP00922,35,25,Customer Success,IC2,0.705,0.687,0.697
EMP00923,30,15,Finance,IC1,0.796,0.622,0.31
