user_id,date,sleep_duration_hrs,deep_sleep_pct,rem_sleep_pct,wake_ups,sleep_efficiency_pct,bedtime_hr,focus_hours,tasks_completed,reaction_time_ms,working_memory_score,attention_score,caffeine_mg,exercise_minutes,stress_level,mental_clarity
USER007,2025-10-31,8.15,16.7,27.3,2,96.0,23.26,4.42,4,200,82,74,31,10,3,4
USER007,2025-11-01,7.51,19.0,29.3,2,96.3,24.15,7.3,5,324,100,93,157,43,3,7
USER007,2025-11-02,9.56,30.7,30.7,1,98.6,24.7,5.64,1,294,72,87,27,5,4,8
USER007,2025-11-03,6.77,11.4,31.0,6,84.6,23.11,6.17,5,263,93,75,146,20,4,7
USER007,2025-11-04,7.65,16.2,28.2,0,96.2,23.34,7.91,8,220,89,94,115,54,5,5
USER007,2025-11-05,6.71,26.8,27.2,5,93.6,23.12,4.03,5,307,89,67,178,12,4,4
USER007,2025-11-06,7.39,18.5,29.2,0,90.7,23.55,6.59,3,237,76,91,96,6,2,8
USER008,2025-07-10,7.06,35.6,21.8,2,97.2,21.89,4.51,2,273,74,70,164,4,2,5
USER008,2025-07-11,7.25,15.7,32.9,1,98.8,21.56,8.02,4,409,80,70,54,5,4,6
USER008,2025-07-12,7.98,21.1,12.9,3,89.1,22.73,5.28,3,313,70,98,57,2,6,7
USER008,2025-07-13,11.41,22.7,22.2,0,95.9,22.24,6.06,2,405,57,61,38,6,6,5
USER008,2025-07-14,7.06,19.2,24.4,0,92.1,22.49,5.05,4,354,73,93,111,27,6,6
USER008,2025-07-15,8.48,21.7,26.0,1,90.2,22.44,4.24,9,234,66,95,97,0,3,4
USER008,2025-07-16,9.1,30.1,32.4,2,90.5,22.5,5.57,2,200,72,88,339,26,2,4
USER008,2025-07-17,6.63,23.6,31.1,0,99.1,21.93,3.45,1,298,68,83,59,61,4,5
USER008,2025-07-18,8.99,31.9,32.4,2,96.0,22.37,6.98,3,259,81,72,97,9,5,5
USER008,2025-07-19,8.49,16.9,30.2,4,89.8,23.13,4.96,2,317,89,78,258,2,6,6
USER008,2025-07-20,8.69,21.9,21.9,0,98.4,22.76,6.77,6,261,79,65,54,4,4,5
USER008,2025-07-21,7.68,41.0,35.9,4,93.0,22.22,3.92,2,264,68,86,63,20,3,6
USER008,2025-07-22,8.3,31.7,33.6,3,95.2,22.42,6.99,9,310,90,83,18,49,4,5
USER008,2025-07-23,6.58,25.6,29.5,1,95.7,21.86,4.22,5,265,75,80,40,28,3,6
USER008,2025-07-24,9.4,22.7,24.6,3,95.5,22.14,5.16,2,314,87,84,55,8,3,6
USER008,2025-07-25,9.04,28.8,31.4,1,98.0,21.71,5.49,3,291,71,86,149,1,4,5
USER008,2025-07-26,8.49,15.9,26.9,0,89.8,22.27,4.55,1,242,70,86,85,1,4,8
USER008,2025-07-27,9.39,32.1,19.8,1,95.8,22.09,6.34,3,294,77,77,196,9,5,5
USER008,2025-07-28,7.49,36.2,27.1,1,92.9,21.73,4.97,4,200,100,70,153,16,2,4
USER008,2025-07-29,7.82,30.3,30.0,2,90.0,21.88,6.63,3,224,96,100,25,13,2,5
USER008,2025-07-30,6.94,20.2,27.6,0,96.3,22.24,6.13,1,272,80,87,81,53,4,6
USER008,2025-07-31,7.39,23.0,23.0,3,97.6,22.32,3.63,4,384,75,69,27,3,6,5
USER008,2025-08-01,7.74,27.7,18.3,0,95.2,22.43,6.45,3,258,85,76,76,6,2,4
USER008,2025-08-02,9.23,34.8,23.6,3,92.4,23.54,3.82,3,265,72,70,60,47,4,6
USER008,2025-08-03,8.74,16.4,33.5,2,91.8,23.68,4.34,2,204,90,54,264,46,4,7
USER008,2025-08-04,7.02,14.1,17.8,2,94.7,21.58,5.5,4,358,79,72,37,20,2,6
USER008,2025-08-05,7.34,26.0,26.4,3,96.1,21.74,7.11,2,242,76,94,118,33,2,5
USER008,2025-08-06,8.85,34.4,18.2,3,85.3,22.06,7.28,3,235,76,78,70,1,4,4
USER008,2025-08-07,10.2,18.4,29.8,2,97.5,21.99,4.83,0,273,55,78,91,23,2,7
USER008,2025-08-08,7.61,24.9,24.2,3,90.0,22.07,4.98,5,279,94,73,133,5,3,7
USER008,2025-08-09,7.32,22.9,20.2,0,98.0,23.25,5.47,4,274,81,73,49,34,5,5
USER008,2025-08-10,8.4,23.9,23.3,3,98.3,23.0,6.31,4,240,82,89,33,21,3,7
USER008,2025-08-11,9.9,36.6,37.1,3,98.6,22.25,5.01,3,371,92,67,194,6,2,7
USER008,2025-08-12,6.76,27.7,28.3,3,96.1,22.37,2.49,1,302,56,80,79,44,4,7
USER008,2025-08-13,9.45,26.5,29.9,1,91.4,22.42,2.26,2,235,83,69,33,0,5,6
USER008,2025-08-14,5.97,36.8,18.2,1,96.2,22.23,4.77,2,308,66,76,53,1,7,5
USER008,2025-08-15,7.49,20.1,25.1,1,91.4,22.05,10.0,3,285,84,91,99,0,3,6
USER008,2025-08-16,9.88,28.1,42.4,5,99.5,22.49,3.84,3,248,68,83,82,9,2,3
USER008,2025-08-17,9.04,22.0,28.7,2,97.6,23.77,5.41,5,225,86,100,35,49,2,5
USER008,2025-08-18,6.9,34.8,22.0,4,95.7,22.23,4.77,3,275,78,74,228,8,5,7
USER008,2025-08-19,8.1,32.4,22.9,4,97.3,22.43,7.83,5,250,88,93,50,0,1,7
USER008,2025-08-20,7.55,21.4,17.2,3,98.0,22.22,8.18,4,266,78,96,108,9,6,5
USER008,2025-08-21,6.21,26.2,26.8,3,97.7,22.0,2.71,1,309,56,58,79,21,4,6
USER008,2025-08-22,9.33,25.5,23.3,3,93.4,21.71,5.45,2,453,68,68,43,34,2,6
USER008,2025-08-23,10.09,27.8,34.1,2,98.3,23.99,2.44,1,332,65,79,45,3,4,8
USER008,2025-08-24,7.9,28.6,22.0,0,89.3,23.99,5.4,5,238,89,78,51,23,5,6
USER008,2025-08-25,6.15,18.9,31.2,1,87.5,21.73,1.68,1,302,75,72,178,61,6,6
USER008,2025-08-26,8.21,22.9,25.9,2,96.6,22.04,6.34,7,257,85,79,116,1,3,7
USER008,2025-08-27,8.78,21.8,35.7,1,98.1,22.28,4.57,3,200,85,69,40,32,6,8
USER008,2025-08-28,7.54,16.5,35.8,0,98.5,22.08,4.27,2,275,96,76,53,6,7,8
USER008,2025-08-29,8.48,39.6,23.1,3,96.8,21.58,6.79,5,247,90,75,60,5,4,5
USER008,2025-08-30,9.81,32.4,30.9,2,95.3,23.66,3.2,3,301,91,80,25,1,5,7
USER008,2025-08-31,8.41,17.7,30.7,1,91.8,22.5,7.48,9,241,90,85,56,0,2,3
USER008,2025-09-01,6.99,27.7,26.0,3,98.1,22.37,5.22,1,271,63,90,91,20,6,6
USER008,2025-09-02,9.25,27.9,33.1,2,98.6,22.29,6.02,2,365,80,90,39,11,3,7
USER008,2025-09-03,7.79,37.4,32.1,0,88.3,22.07,6.32,2,303,95,78,46,16,2,6
USER008,2025-09-04,6.27,23.7,28.0,2,93.5,22.38,3.85,3,247,64,68,64,1,2,3
USER008,2025-09-05,10.11,20.3,35.8,3,94.7,22.3,6.31,2,314,79,77,106,7,4,4
USER008,2025-09-06,9.07,28.5,24.6,2,98.1,23.65,9.64,3,248,69,73,127,5,7,5
USER008,2025-09-07,10.13,21.1,30.9,0,95.1,23.62,4.2,4,285,79,68,118,7,5,3
USER008,2025-09-08,9.04,31.6,30.3,3,90.2,22.25,4.65,2,213,80,80,106,3,2,5
USER008,2025-09-09,9.42,28.0,29.2,2,97.7,21.93,4.68,3,253,64,62,109,22,4,5
USER008,2025-09-10,6.58,31.0,33.4,2,94.2,22.04,5.56,2,293,60,63,179,29,6,7
USER008,2025-09-11,10.28,18.8,36.3,1,90.0,21.96,4.61,3,305,86,63,154,9,4,5
USER008,2025-09-12,8.13,14.8,21.1,4,88.9,21.95,5.48,9,249,96,100,177,16,3,5
USER008,2025-09-13,7.9,21.3,27.5,2,89.3,23.2,4.24,7,262,68,78,75,11,3,8
USER008,2025-09-14,8.47,20.0,32.1,1,96.0,23.5,4.35,5,245,62,88,156,32,4,8
USER008,2025-09-15,8.19,28.8,39.3,1,88.1,21.78,6.81,7,200,90,84,89,40,4,6
USER008,2025-09-16,8.74,32.0,39.2,4,94.7,22.46,2.96,5,297,66,86,153,1,2,8
USER008,2025-09-17,7.21,34.2,34.2,0,93.0,22.13,3.35,2,221,95,91,145,8,2,8
USER008,2025-09-18,7.12,17.0,30.8,5,96.5,21.91,4.65,5,244,75,50,110,15,4,4
USER008,2025-09-19,7.98,25.1,24.3,3,97.8,22.37,8.48,6,283,76,83,17,42,5,3
USER008,2025-09-20,7.89,35.6,20.7,0,88.1,23.58,4.66,7,320,86,79,190,57,5,5
USER008,2025-09-21,9.01,24.3,40.2,5,96.1,22.44,5.68,6,368,79,65,2,4,4,7
USER008,2025-09-22,8.17,25.6,31.0,2,90.3,21.97,5.66,3,239,79,63,29,37,5,7
USER008,2025-09-23,9.11,17.9,32.1,0,87.1,21.76,4.97,3,270,93,91,84,2,2,6
USER008,2025-09-24,9.44,24.8,20.6,0,94.4,22.47,3.84,3,309,90,80,74,48,2,5
USER008,2025-09-25,8.92,14.5,21.9,2,97.7,21.57,4.6,8,281,74,80,79,34,4,4
USER008,2025-09-26,7.11,18.4,24.0,1,82.1,21.72,6.19,0,287,70,77,54,15,7,6
USER008,2025-09-27,9.77,32.7,25.3,2,99.2,23.58,6.59,1,213,97,65,213,2,4,6
USER008,2025-09-28,9.56,33.9,26.1,2,93.8,22.4,2.5,1,281,77,73,60,18,6,6
USER008,2025-09-29,6.45,31.8,39.1,2,95.6,21.98,3.11,3,287,78,68,166,5,5,4
USER008,2025-09-30,7.87,12.8,34.2,0,92.6,22.44,7.19,3,206,88,60,136,13,2,5
USER008,2025-10-01,7.69,21.7,15.7,4,95.9,22.25,4.74,2,308,67,81,135,30,3,5
USER008,2025-10-02,7.79,24.3,17.1,1,96.4,21.91,4.3,8,285,85,97,48,52,2,7
USER008,2025-10-03,6.31,18.9,25.3,1,87.2,21.59,5.43,1,277,68,59,30,21,2,2
USER008,2025-10-04,8.59,31.1,32.9,4,92.2,23.71,5.66,3,250,85,100,46,4,3,6
USER008,2025-10-05,9.42,15.1,26.3,2,96.5,23.98,4.17,2,316,86,66,57,89,5,8
USER008,2025-10-06,7.73,31.5,20.1,1,93.3,22.35,1.92,6,247,93,93,69,45,2,8
USER008,2025-10-07,6.29,33.5,33.8,2,94.9,21.79,4.45,0,297,58,63,159,52,6,4
USER008,2025-10-08,9.46,25.4,35.1,0,95.4,21.57,5.01,1,267,74,79,67,10,4,3
USER008,2025-10-09,9.34,39.7,21.1,2,97.3,21.66,7.97,4,237,84,74,68,96,5,3
USER008,2025-10-10,7.54,27.3,30.3,4,98.9,22.07,5.73,5,240,77,94,156,54,5,6
USER008,2025-10-11,9.42,26.2,32.0,3,99.1,22.77,6.77,2,268,74,63,98,17,4,6
USER008,2025-10-12,8.43,28.5,22.3,5,97.4,22.16,5.36,1,239,75,73,203,93,3,3
USER008,2025-10-13,7.4,30.9,36.6,1,92.4,22.13,5.36,6,335,89,79,10,3,5,4
USER008,2025-10-14,9.54,23.4,33.8,3,95.0,21.51,4.46,1,457,81,91,143,37,6,6
USER008,2025-10-15,4.91,23.3,29.1,1,91.9,22.03,8.0,0,363,73,52,255,4,5,8
USER008,2025-10-16,8.01,30.4,35.4,4,97.2,21.54,2.59,5,238,80,95,108,0,3,6
USER008,2025-10-17,7.42,17.7,32.0,4,90.0,22.03,4.65,5,242,74,87,156,34,4,4
USER008,2025-10-18,8.9,29.2,22.7,2,97.3,22.99,6.71,8,403,63,100,139,5,3,6
USER008,2025-10-19,9.54,40.5,23.9,2,97.1,23.26,2.35,1,279,66,79,51,9,6,7
USER008,2025-10-20,8.05,13.2,26.8,0,97.7,21.61,3.58,5,274,100,100,75,20,3,4
USER008,2025-10-21,5.95,16.8,36.8,2,97.0,22.26,5.3,0,330,59,52,80,26,3,5
USER008,2025-10-22,6.83,17.9,26.2,2,94.7,21.59,5.94,0,276,86,90,49,27,5,5
USER008,2025-10-23,6.97,15.7,22.8,3,96.7,22.48,5.59,2,248,75,47,48,5,3,5
USER008,2025-10-24,9.47,35.6,24.6,1,96.1,21.8,7.41,5,200,72,99,93,43,3,7
USER008,2025-10-25,9.76,25.3,29.5,2,96.8,23.6,4.16,3,337,75,74,186,22,2,5
USER008,2025-10-26,7.79,20.6,39.0,2,91.4,22.89,5.29,4,264,98,75,97,29,4,6
USER008,2025-10-27,7.89,39.7,26.9,0,93.5,22.12,4.68,7,340,91,73,45,11,2,7
USER008,2025-10-28,8.03,14.7,26.4,2,98.1,21.79,7.93,4,200,91,77,42,14,2,6
USER008,2025-10-29,6.67,34.4,23.6,2,95.1,22.1,3.81,2,324,55,71,83,6,7,5
USER008,2025-10-30,7.3,34.2,24.7,4,88.1,21.66,7.68,4,282,80,100,100,3,6,3
USER008,2025-10-31,6.89,26.1,29.9,1,88.0,21.91,5.56,2,338,88,85,51,3,3,5
USER008,2025-11-01,8.85,16.7,25.3,5,93.5,23.16,7.92,4,208,65,81,185,5,7,6
USER008,2025-11-02,10.36,28.5,24.9,0,91.7,23.21,2.02,0,315,66,68,58,3,5,6
USER008,2025-11-03,7.55,34.7,30.7,2,95.8,21.82,8.84,2,287,82,63,91,0,5,5
USER008,2025-11-04,6.53,29.2,28.6,0,93.4,22.07,5.71,1,313,74,89,42,0,3,4
USER008,2025-11-05,7.74,17.6,32.3,5,91.9,22.28,5.63,3,329,100,88,59,11,5,5
USER008,2025-11-06,7.84,27.1,36.2,2,91.7,21.87,4.11,2,324,78,95,51,96,2,7
USER009,2025-07-10,6.79,28.7,23.9,4,87.2,1.13,4.26,4,312,90,79,76,5,3,7
USER009,2025-07-11,7.28,32.1,35.8,2,92.8,0.93,3.32,3,277,86,85,115,4,4,6
USER009,2025-07-12,9.2,27.1,19.0,2,92.6,1.66,5.22,1,390,59,78,64,13,2,3
USER009,2025-07-13,6.08,16.3,27.1,4,97.0,1.0,5.34,3,262,84,98,21,15,3,7
USER009,2025-07-14,8.18,23.2,32.9,1,91.2,0.51,4.19,2,211,53,72,22,14,4,7
USER009,2025-07-15,4.91,26.7,28.0,0,93.0,1.08,3.89,4,378,71,72,58,6,4,8
USER009,2025-07-16,6.23,29.0,23.9,1,89.1,0.56,4.95,5,304,68,80,47,3,6,6
USER009,2025-07-17,5.67,27.7,23.1,1,89.9,0.61,2.0,5,243,87,95,291,29,5,6
USER009,2025-07-18,7.0,25.9,26.6,2,96.7,1.29,7.24,3,264,100,92,40,10,5,6
USER009,2025-07-19,6.52,18.0,33.7,2,96.1,2.08,6.03,2,227,86,83,98,12,2,8
USER009,2025-07-20,7.2,24.0,24.5,1,98.1,1.25,5.91,3,334,80,86,41,11,2,4
USER009,2025-07-21,6.98,19.9,23.0,0,94.4,1.33,3.9,0,307,89,87,145,11,5,6
USER009,2025-07-22,6.14,22.8,29.1,2,93.2,0.94,5.16,3,310,97,96,145,9,4,6
USER009,2025-07-23,6.05,18.5,24.7,4,92.3,1.2,5.73,1,324,82,67,135,5,4,5
USER009,2025-07-24,6.14,33.3,17.5,1,97.1,0.78,4.1,1,316,87,92,53,3,4,6
USER009,2025-07-25,6.35,36.0,27.8,3,99.0,1.44,6.33,6,200,86,83,92,1,4,5
USER009,2025-07-26,7.15,27.4,27.2,0,96.5,1.66,7.89,5,285,85,73,55,17,5,4
USER009,2025-07-27,7.12,27.7,27.6,3,91.0,2.19,4.39,2,354,91,91,65,14,4,8
USER009,2025-07-28,6.02,25.1,25.0,5,93.1,0.77,5.62,4,270,83,71,174,26,2,6
USER009,2025-07-29,7.72,17.4,24.4,2,91.1,1.05,5.11,2,353,84,68,93,21,3,5
USER009,2025-07-30,6.87,38.7,24.4,2,88.2,1.27,8.57,3,291,97,77,322,36,2,8
USER009,2025-07-31,5.18,25.6,29.8,1,86.9,0.62,5.63,5,270,65,100,238,5,2,6
USER009,2025-08-01,7.78,31.0,36.2,2,96.3,0.93,7.03,4,292,62,92,42,4,2,4
USER009,2025-08-02,6.09,20.1,26.6,2,97.6,1.65,4.87,5,354,69,100,95,4,3,4
USER009,2025-08-03,5.68,19.5,32.1,1,95.2,2.24,3.64,4,258,68,72,5,0,6,5
USER009,2025-08-04,4.21,29.4,27.6,0,96.5,0.98,5.62,0,270,52,59,86,2,4,5
USER009,2025-08-05,6.23,15.3,28.7,2,89.5,1.35,6.09,4,307,77,79,25,112,3,6
USER009,2025-08-06,6.37,21.4,30.2,1,89.1,0.67,3.35,2,283,61,87,87,17,1,6
USER009,2025-08-07,4.76,16.2,28.5,1,92.4,1.09,6.23,4,284,80,77,87,13,3,6
USER009,2025-08-08,5.39,25.3,18.2,1,96.6,0.92,6.24,2,279,58,94,34,0,3,7
USER009,2025-08-09,7.12,22.7,21.1,3,96.2,1.65,4.68,3,228,79,99,263,17,2,6
USER009,2025-08-10,8.62,25.5,30.6,2,95.3,2.31,4.53,1,356,78,71,29,31,4,3
USER009,2025-08-11,6.18,23.2,23.4,0,98.2,0.94,6.5,4,310,82,91,88,20,5,5
USER009,2025-08-12,6.03,30.2,32.2,2,97.9,0.75,8.85,6,213,64,95,66,42,5,8
USER009,2025-08-13,6.08,20.5,29.1,2,96.4,1.35,5.93,1,266,78,92,71,37,3,5
USER009,2025-08-14,8.27,21.8,22.7,3,99.9,1.5,3.35,0,378,73,83,41,35,4,4
USER009,2025-08-15,6.86,33.9,30.7,3,96.7,1.09,5.13,2,254,98,100,80,15,4,4
USER009,2025-08-16,8.2,21.4,28.2,2,83.3,2.06,7.9,0,249,75,68,158,34,2,4
USER009,2025-08-17,8.7,14.0,25.1,4,88.8,1.48,3.0,2,376,70,51,16,4,3,6
USER009,2025-08-18,5.47,27.4,30.0,3,93.7,1.38,4.88,1,382,75,85,172,8,5,5
USER009,2025-08-19,5.99,15.1,25.2,1,82.7,1.26,3.44,7,268,82,81,24,9,3,7
USER009,2025-08-20,7.9,20.6,35.3,7,92.5,1.34,6.35,4,340,77,65,135,6,4,8
USER009,2025-08-21,4.89,48.0,22.4,1,95.9,1.13,4.14,3,343,80,62,101,30,5,7
USER009,2025-08-22,5.42,23.8,33.0,0,97.7,0.61,6.01,3,200,74,75,52,52,3,3
USER009,2025-08-23,7.47,27.4,27.4,3,96.0,1.21,2.78,0,353,63,89,108,3,3,8
USER009,2025-08-24,7.99,32.9,24.7,3,94.4,1.18,6.07,5,356,72,96,29,17,4,4
USER009,2025-08-25,5.67,17.5,30.0,3,92.8,0.7,5.53,0,309,65,76,42,15,2,8
USER009,2025-08-26,6.32,24.3,27.5,2,88.0,1.1,7.75,3,272,90,93,42,16,3,8
USER009,2025-08-27,7.56,28.4,38.1,5,97.9,1.05,3.89,0,307,62,69,138,7,2,5
USER009,2025-08-28,5.99,25.9,33.5,2,97.7,0.91,6.5,4,224,73,73,26,5,2,5
USER009,2025-08-29,7.58,24.2,37.5,1,98.0,0.67,3.66,5,342,85,90,126,8,5,2
USER009,2025-08-30,7.15,23.9,29.5,1,97.5,2.25,5.9,1,220,82,89,164,5,3,4
USER009,2025-08-31,6.89,17.6,22.3,2,97.0,1.34,5.14,2,279,86,62,137,0,3,7
USER009,2025-09-01,5.03,15.5,32.6,1,90.0,1.01,3.02,3,362,70,79,27,6,3,5
USER009,2025-09-02,7.5,25.8,19.7,2,88.8,0.56,5.15,3,319,83,85,231,9,3,8
USER009,2025-09-03,6.18,33.8,23.3,2,95.0,1.42,7.74,1,234,78,100,51,11,5,7
USER009,2025-09-04,6.19,22.3,24.3,3,94.9,1.0,4.61,6,273,85,70,14,0,4,7
USER009,2025-09-05,5.6,29.9,21.2,2,95.4,0.7,6.76,6,200,62,98,222,4,4,6
USER009,2025-09-06,6.62,21.0,27.4,1,98.5,2.78,6.75,3,230,91,85,104,21,2,6
USER009,2025-09-07,7.39,21.5,21.4,0,84.2,1.47,3.72,4,274,74,73,142,10,5,6
USER009,2025-09-08,6.62,29.1,22.3,1,93.9,1.41,5.96,5,287,100,92,72,23,3,4
USER009,2025-09-09,6.02,32.5,34.7,4,89.3,1.38,7.42,3,229,74,87,103,0,5,7
USER009,2025-09-10,6.73,31.9,25.3,0,96.7,1.18,5.89,8,200,98,84,230,21,3,3
USER009,2025-09-11,4.96,32.2,24.6,2,96.9,0.61,7.29,1,316,59,62,179,8,3,6
USER009,2025-09-12,6.91,19.7,18.5,4,92.8,1.02,6.37,5,318,95,87,162,19,6,5
USER009,2025-09-13,7.63,23.1,27.6,2,93.6,1.8,5.57,3,360,81,95,99,21,4,4
USER009,2025-09-14,8.44,40.7,24.0,3,95.8,2.53,3.03,2,273,65,64,48,34,4,5
USER009,2025-09-15,9.94,28.3,26.4,0,98.6,1.34,3.11,0,333,53,65,137,18,6,6
USER009,2025-09-16,5.07,29.9,27.0,2,91.7,0.92,4.6,4,251,66,91,263,4,4,3
USER009,2025-09-17,5.61,35.7,24.7,4,94.9,0.92,4.27,1,200,59,78,22,1,3,5
USER009,2025-09-18,7.13,26.6,24.3,0,95.5,1.19,7.53,4,264,66,70,159,30,7,8
USER009,2025-09-19,7.44,25.1,32.2,1,94.0,0.97,8.07,4,310,95,62,204,29,4,5
USER009,2025-09-20,6.99,34.9,26.6,4,93.3,2.95,5.96,7,300,63,100,24,29,2,4
USER009,2025-09-21,7.02,18.7,27.5,1,97.2,1.85,4.9,3,299,87,84,60,8,6,5
USER009,2025-09-22,7.29,27.8,29.9,0,96.2,1.44,5.19,5,262,77,75,28,4,8,7
USER009,2025-09-23,6.65,24.8,28.9,2,97.0,0.58,8.96,4,286,91,89,55,28,3,7
USER009,2025-09-24,7.33,24.2,25.5,0,98.5,1.16,8.24,3,270,80,100,120,74,5,4
USER009,2025-09-25,6.4,17.9,31.4,1,87.8,1.14,6.38,3,249,90,98,55,8,4,2
USER009,2025-09-26,6.14,18.8,40.5,4,96.8,0.98,6.16,6,225,94,99,12,14,4,4
USER009,2025-09-27,7.74,23.5,22.1,2,91.1,1.39,4.3,6,323,65,75,126,44,5,6
USER009,2025-09-28,8.44,30.4,35.8,2,85.0,1.65,2.66,3,324,56,74,230,7,6,4
USER009,2025-09-29,7.39,18.4,34.4,3,97.5,0.97,3.21,4,237,69,80,136,9,6,7
USER009,2025-09-30,5.52,34.9,27.6,2,96.5,0.64,2.59,3,349,73,72,100,8,4,6
USER009,2025-10-01,6.67,21.6,25.7,1,93.5,1.46,6.5,3,237,89,99,81,2,2,6
USER009,2025-10-02,6.73,28.7,22.1,1,98.3,1.37,5.85,5,212,77,100,193,4,4,5
USER009,2025-10-03,4.45,14.4,23.6,3,90.3,1.44,4.98,3,353,68,65,115,8,5,7
USER009,2025-10-04,7.78,21.9,26.4,1,99.0,2.32,3.75,4,318,86,93,33,4,5,4
USER009,2025-10-05,7.68,30.9,24.8,2,91.6,2.99,5.7,2,311,96,60,70,14,6,5
USER009,2025-10-06,7.24,34.3,21.8,0,95.0,0.97,5.74,5,320,73,65,43,8,4,7
USER009,2025-10-07,4.59,35.4,15.3,2,94.7,0.58,4.86,2,346,78,67,103,31,5,7
USER009,2025-10-08,6.29,31.2,23.5,1,94.7,0.77,5.44,8,356,100,80,99,3,4,7
USER009,2025-10-09,6.83,20.7,27.5,2,96.0,0.81,6.97,4,269,99,74,75,2,4,6
USER009,2025-10-10,4.0,26.6,26.3,2,93.0,0.99,5.94,0,341,82,60,79,36,2,8
USER009,2025-10-11,6.18,21.1,29.4,6,97.1,2.4,9.05,3,201,67,76,137,27,3,6
USER009,2025-10-12,5.02,27.3,21.4,1,91.5,2.3,5.79,3,238,67,73,107,0,4,5
USER009,2025-10-13,6.96,28.9,32.2,1,90.5,0.57,1.89,6,248,79,93,58,20,7,5
USER009,2025-10-14,6.02,17.7,31.1,1,96.0,0.75,5.11,0,269,92,78,23,9,4,6
USER009,2025-10-15,4.48,34.3,27.4,3,95.7,0.52,4.49,0,288,64,62,75,8,4,3
USER009,2025-10-16,6.35,29.5,23.3,1,95.7,0.69,3.89,5,258,90,81,30,3,7,5
USER009,2025-10-17,5.79,36.1,21.3,5,95.4,0.6,6.47,2,200,100,93,139,4,2,6
USER009,2025-10-18,8.11,19.6,31.8,3,96.5,2.47,4.25,3,323,67,72,67,55,4,7
USER009,2025-10-19,7.29,19.9,23.0,2,98.5,1.72,7.76,5,251,82,91,33,3,2,5
USER009,2025-10-20,6.46,19.3,32.8,5,84.9,0.62,4.58,2,235,93,84,48,53,3,8
USER009,2025-10-21,6.55,22.4,25.5,1,96.4,0.74,5.82,3,247,84,85,151,10,6,5
USER009,2025-10-22,6.8,30.3,19.9,0,97.7,0.52,4.1,4,277,99,91,33,1,4,5
USER009,2025-10-23,8.24,36.3,15.7,1,97.0,1.21,7.39,4,363,87,81,46,12,2,7
USER009,2025-10-24,8.89,31.4,32.6,1,88.7,1.26,3.49,1,326,74,72,121,7,5,8
USER009,2025-10-25,6.44,16.2,23.8,2,90.4,1.4,5.38,4,233,77,74,24,10,4,5
USER009,2025-10-26,6.73,15.5,24.6,1,90.1,1.79,6.13,3,282,83,99,278,6,3,5
USER009,2025-10-27,6.19,18.1,30.9,2,90.6,0.61,5.18,6,231,88,98,155,6,1,5
USER009,2025-10-28,6.8,20.6,24.5,3,94.8,0.97,4.42,4,302,64,86,240,15,4,7
USER009,2025-10-29,6.34,16.5,29.8,2,95.7,0.57,3.76,6,340,89,76,220,14,3,6
USER009,2025-10-30,5.44,23.8,24.6,1,96.9,1.05,5.06,1,263,69,70,31,50,3,7
USER009,2025-10-31,6.87,20.7,29.3,1,99.6,0.96,7.05,0,200,97,78,220,38,3,5
USER009,2025-11-01,7.2,17.7,30.0,1,96.2,1.88,1.83,1,261,87,76,126,0,5,4
USER009,2025-11-02,7.16,32.6,21.0,0,95.7,2.51,6.36,4,311,59,68,56,28,6,8
USER009,2025-11-03,7.4,16.0,20.0,3,90.4,0.62,6.73,4,223,70,77,208,15,6,6
USER009,2025-11-04,6.46,31.8,17.4,1,89.7,1.11,3.82,4,256,91,89,24,15,3,8
USER009,2025-11-05,5.75,25.6,25.1,1,95.1,0.95,8.4,2,283,85,77,87,3,2,5
USER009,2025-11-06,5.87,24.5,36.4,1,92.5,0.86,5.13,5,232,61,76,156,21,7,6
USER010,2025-07-10,6.63,24.5,22.6,3,95.6,0.96,5.42,2,264,91,99,191,3,3,7
USER010,2025-07-11,7.11,24.6,26.4,1,97.6,1.37,4.08,3,304,92,87,154,2,5,5
USER010,2025-07-12,9.07,27.6,22.4,5,95.0,1.84,2.73,1,372,68,76,56,38,6,4
USER010,2025-07-13,7.32,21.1,25.8,3,96.2,1.99,3.63,3,274,85,87,195,22,6,6
USER010,2025-07-14,5.39,28.9,20.7,3,90.3,0.59,3.57,2,249,76,98,99,24,4,2
USER010,2025-07-15,5.56,32.2,34.6,2,95.0,0.91,4.63,4,265,88,59,9,1,4,7
USER010,2025-07-16,5.82,17.8,21.1,5,96.9,1.46,4.18,4,242,69,75,18,29,5,6
USER010,2025-07-17,5.29,18.4,26.6,4,91.4,1.12,5.84,2,277,94,65,39,34,1,7
USER010,2025-07-18,7.39,17.4,40.8,1,93.0,0.54,2.27,6,247,75,79,63,6,3,7
USER010,2025-07-19,7.64,24.9,29.7,4,85.4,2.36,6.35,4,319,79,57,165,7,5,6
USER010,2025-07-20,6.8,24.6,34.9,3,96.6,1.57,6.88,3,227,82,90,136,2,4,7
USER010,2025-07-21,7.45,18.0,24.0,1,91.9,1.03,4.38,2,287,68,84,29,29,3,8
USER010,2025-07-22,6.74,25.0,23.7,1,95.2,1.02,3.6,5,276,76,74,28,29,6,5
USER010,2025-07-23,6.48,30.7,26.1,4,98.3,1.39,2.55,2,200,88,100,139,21,3,4
