employee_id,week_number,date,burnout_score,hours_worked,workload_rating,manager_support,peer_support,sleep_quality,energy_level,stress_level,mood_score,job_satisfaction,meeting_participation,collaboration_score,missed_deadlines,sick_days,has_life_stressor
EMP0045,7,2024-12-27,1.0,40.4,4.1,4.2,9.4,1.0,1.0,10.0,1.0,1.0,2.8,2.4,0,0,0
EMP0045,8,2025-01-03,1.0,54.7,5.8,5.3,8.5,1.0,1.0,9.8,1.9,1.0,1.6,2.6,1,0,0
EMP0045,9,2025-01-10,1.0,49.1,5.4,4.8,8.5,1.0,1.0,10.0,2.1,1.0,1.8,2.8,3,0,0
EMP0045,10,2025-01-17,1.0,44.6,6.7,4.5,5.4,1.0,1.0,10.0,1.0,1.0,1.0,3.9,2,0,0
EMP0045,11,2025-01-24,1.0,48.2,4.4,4.3,6.1,1.3,2.7,10.0,1.0,1.0,3.6,1.0,5,0,0
EMP0045,12,2025-01-31,1.0,49.4,6.0,8.0,6.9,1.0,1.0,8.9,1.0,1.0,1.0,2.2,2,2,0
EMP0045,13,2025-02-07,1.0,46.6,4.4,7.5,7.8,1.0,1.0,10.0,1.0,1.0,5.8,1.0,2,1,0
EMP0045,14,2025-02-14,1.0,46.5,5.6,6.9,5.9,1.4,1.0,10.0,1.0,1.0,1.4,1.0,1,1,0
EMP0045,15,2025-02-21,0.987,42.5,8.0,8.1,10.0,1.0,1.0,10.0,2.3,1.0,2.0,1.0,3,2,0
EMP0045,16,2025-02-28,1.0,52.4,3.4,7.7,7.7,1.0,1.0,10.0,1.7,1.0,1.6,1.7,0,0,0
EMP0045,17,2025-03-07,1.0,50.3,4.3,5.4,7.9,1.4,1.0,10.0,1.0,1.0,3.1,3.2,1,1,0
EMP0045,18,2025-03-14,1.0,52.4,7.8,7.0,6.9,1.0,2.8,10.0,1.0,1.0,3.0,1.6,0,0,0
EMP0045,19,2025-03-21,1.0,50.5,4.8,7.2,6.9,1.0,1.0,10.0,1.0,1.0,1.0,3.7,1,0,1
EMP0045,20,2025-03-28,1.0,45.9,8.8,9.3,6.5,1.0,1.0,10.0,1.0,1.0,1.1,2.7,1,1,0
EMP0045,21,2025-04-04,1.0,49.1,7.3,5.0,7.4,1.0,1.0,10.0,2.9,1.0,1.7,2.7,0,0,1
EMP0045,22,2025-04-11,1.0,47.4,7.0,7.4,5.0,1.0,1.0,9.1,1.0,1.0,2.2,2.5,3,0,0
EMP0045,23,2025-04-18,1.0,56.6,5.4,5.5,7.8,1.6,1.0,8.7,1.0,1.0,2.8,2.4,2,0,0
EMP0045,24,2025-04-25,1.0,47.9,5.8,7.4,3.4,1.0,1.0,10.0,1.0,1.0,2.1,1.4,3,0,0
EMP0045,25,2025-05-02,1.0,46.3,8.2,8.7,7.7,1.0,1.0,10.0,1.0,1.0,1.0,1.8,3,0,0
EMP0045,26,2025-05-09,1.0,49.3,6.6,9.2,7.5,1.0,1.1,10.0,1.0,1.0,3.5,3.0,2,1,1
EMP0045,27,2025-05-16,1.0,55.4,7.7,5.8,8.3,1.5,1.0,8.3,1.0,1.0,1.0,3.0,5,0,0
EMP0045,28,2025-05-23,0.929,42.1,7.0,8.4,6.0,1.4,1.3,9.0,1.0,1.0,3.8,4.0,2,2,0
EMP0045,29,2025-05-30,0.971,46.5,3.6,6.4,10.0,1.9,1.7,10.0,1.0,1.0,1.3,1.0,1,0,0
EMP0045,30,2025-06-06,0.998,40.6,7.7,6.1,8.2,1.0,1.0,8.6,1.0,1.0,1.1,1.1,1,1,0
EMP0045,31,2025-06-13,1.0,43.2,4.0,3.8,3.7,1.0,1.0,9.2,2.5,1.0,3.6,1.0,1,0,0
EMP0045,32,2025-06-20,1.0,43.3,4.8,7.1,6.8,2.3,1.0,9.8,1.0,1.0,2.4,4.0,0,2,0
EMP0045,33,2025-06-27,1.0,48.9,6.9,4.9,6.0,1.0,1.0,9.3,1.0,1.0,4.9,3.2,4,1,0
EMP0045,34,2025-07-04,1.0,54.2,5.7,8.8,7.9,1.2,1.0,9.6,1.0,1.0,1.0,3.2,0,0,0
EMP0045,35,2025-07-11,1.0,45.7,8.2,10.0,6.4,1.0,1.0,9.6,1.0,1.0,2.7,1.1,1,1,0
EMP0045,36,2025-07-18,0.984,51.6,8.5,6.1,6.7,1.0,1.0,8.6,1.0,1.0,1.6,1.0,0,0,0
EMP0045,37,2025-07-25,1.0,44.6,5.3,8.2,7.9,1.0,1.0,9.8,1.0,1.0,5.8,1.0,0,0,0
EMP0045,38,2025-08-01,1.0,43.6,7.6,4.5,6.2,1.0,1.0,10.0,1.6,1.0,2.3,1.0,2,0,0
EMP0045,39,2025-08-08,0.996,46.2,6.7,9.0,8.8,1.0,1.1,9.9,1.6,1.0,4.0,4.4,4,0,0
EMP0045,40,2025-08-15,0.911,41.4,3.7,9.1,6.6,1.0,1.4,10.0,1.0,1.0,4.5,1.9,3,0,0
EMP0045,41,2025-08-22,0.909,38.5,5.8,4.1,8.6,1.0,1.4,10.0,1.0,1.0,2.6,3.1,4,1,0
EMP0045,42,2025-08-29,0.889,43.3,7.2,8.6,5.9,1.2,1.9,8.8,1.7,1.0,1.0,4.3,3,0,0
EMP0045,43,2025-09-05,1.0,61.2,5.4,7.4,5.5,1.0,1.2,10.0,1.0,1.0,3.9,2.9,1,2,0
EMP0045,44,2025-09-12,1.0,53.1,5.7,5.9,7.8,1.0,1.0,10.0,1.0,1.0,1.0,1.7,2,0,0
EMP0045,45,2025-09-19,1.0,49.2,7.2,5.6,6.2,1.0,1.0,10.0,1.0,1.0,1.4,1.5,0,0,0
EMP0045,46,2025-09-26,1.0,53.1,6.7,8.3,6.9,1.0,1.0,10.0,1.0,1.0,1.0,2.3,4,1,0
EMP0045,47,2025-10-03,1.0,52.3,7.1,6.0,7.0,1.0,1.0,10.0,1.0,1.0,1.0,1.3,0,0,1
EMP0045,48,2025-10-10,1.0,37.1,5.7,6.7,6.8,1.0,1.0,10.0,1.0,1.0,1.0,3.8,2,0,0
EMP0045,49,2025-10-17,1.0,49.4,4.8,5.3,7.2,1.0,1.0,10.0,2.0,1.0,1.0,2.3,3,1,0
EMP0045,50,2025-10-24,1.0,59.8,4.8,7.5,8.7,1.0,1.0,9.5,1.0,1.0,2.0,3.0,1,1,0
EMP0045,51,2025-10-31,1.0,50.3,5.2,7.4,8.2,1.1,1.4,8.8,1.0,1.0,1.0,1.9,2,0,0
EMP0045,52,2025-11-07,1.0,49.7,5.2,7.2,4.8,1.0,1.0,10.0,1.0,1.0,2.8,2.1,4,1,1
EMP0046,1,2024-11-15,0.287,47.9,5.2,7.8,5.5,4.6,5.8,3.0,8.9,6.5,7.6,7.6,0,0,0
EMP0046,2,2024-11-22,0.454,48.1,10.0,9.8,5.5,5.1,5.6,5.5,5.3,3.7,8.5,5.3,1,0,1
EMP0046,3,2024-11-29,0.454,39.0,3.2,5.9,5.8,7.2,6.9,4.2,4.7,5.2,4.7,6.5,0,0,0
EMP0046,4,2024-12-06,0.518,40.4,4.1,7.7,8.6,5.0,4.7,6.3,5.6,6.1,4.2,5.8,0,0,0
EMP0046,5,2024-12-13,0.587,35.9,8.0,5.4,6.0,2.9,4.8,6.1,6.0,3.3,5.2,6.0,2,0,0
EMP0046,6,2024-12-20,0.612,46.5,4.0,9.2,8.5,3.9,5.1,6.1,4.9,2.6,6.8,6.5,1,0,0
EMP0046,7,2024-12-27,0.753,43.7,7.7,6.9,10.0,1.4,1.2,8.5,5.1,1.1,5.7,2.2,0,1,0
EMP0046,8,2025-01-03,0.853,36.8,4.0,7.0,6.3,1.5,2.9,10.0,3.8,1.0,4.9,4.2,0,0,1
EMP0046,9,2025-01-10,0.813,29.8,4.3,7.1,4.8,1.0,2.7,7.5,1.9,1.2,2.2,4.1,1,1,0
EMP0046,10,2025-01-17,0.8,43.1,8.3,7.6,8.1,1.7,3.2,8.9,5.2,1.0,1.6,5.1,1,1,0
EMP0046,11,2025-01-24,0.822,40.4,9.2,6.5,5.7,2.0,2.5,9.2,3.4,1.0,3.9,3.2,1,1,0
EMP0046,12,2025-01-31,0.833,24.6,4.5,5.7,5.6,1.9,1.9,8.8,1.0,1.0,1.0,3.6,1,0,0
EMP0046,13,2025-02-07,1.0,43.9,6.9,7.0,5.6,1.0,1.0,9.6,2.2,1.0,1.9,1.8,1,2,1
EMP0046,14,2025-02-14,0.979,40.3,8.3,5.5,7.3,1.0,1.0,9.8,1.0,1.0,1.0,1.5,3,0,0
EMP0046,15,2025-02-21,1.0,40.2,5.6,5.0,7.2,1.0,1.0,10.0,1.0,1.0,3.3,2.1,2,0,0
EMP0046,16,2025-02-28,1.0,48.0,7.1,8.3,8.6,1.0,1.0,10.0,1.3,1.0,3.9,1.8,2,0,0
EMP0046,17,2025-03-07,1.0,37.9,6.0,8.6,4.8,1.3,1.0,9.9,1.0,1.0,4.3,1.6,1,0,0
EMP0046,18,2025-03-14,1.0,45.2,6.4,3.6,7.3,1.0,1.0,9.1,1.0,1.0,1.0,1.5,3,0,1
EMP0046,19,2025-03-21,1.0,33.6,4.6,5.5,6.6,1.5,1.0,9.2,2.0,1.0,2.4,2.6,1,0,0
EMP0046,20,2025-03-28,1.0,40.3,4.4,9.4,9.1,1.0,1.0,9.7,1.0,1.0,1.0,1.0,4,0,1
EMP0046,21,2025-04-04,1.0,37.9,4.3,7.9,5.3,1.0,1.3,8.6,1.0,1.0,1.2,1.9,1,0,0
EMP0046,22,2025-04-11,1.0,40.6,5.7,4.9,5.6,1.0,1.0,10.0,1.0,1.0,3.0,1.1,3,1,1
EMP0046,23,2025-04-18,1.0,30.0,7.9,8.5,5.6,1.0,1.0,10.0,2.0,1.0,3.2,1.1,4,0,0
EMP0046,24,2025-04-25,1.0,43.7,5.9,7.1,5.8,1.0,1.0,10.0,3.7,1.0,1.9,1.6,2,0,0
EMP0046,25,2025-05-02,1.0,53.2,5.3,6.3,10.0,1.0,1.0,9.6,1.0,1.0,3.9,2.6,1,0,0
EMP0046,26,2025-05-09,0.991,43.5,2.8,5.9,7.9,1.0,1.0,9.2,1.0,1.0,2.3,3.1,1,0,0
EMP0046,27,2025-05-16,1.0,45.9,7.1,6.9,6.5,1.0,1.0,10.0,1.1,1.0,4.7,2.4,0,0,0
EMP0046,28,2025-05-23,1.0,49.7,7.8,8.5,5.9,1.0,1.0,8.3,1.0,1.0,4.3,3.8,3,0,0
EMP0046,29,2025-05-30,1.0,45.4,5.0,6.6,9.5,1.0,1.0,8.8,1.0,1.0,2.1,2.1,2,1,0
EMP0046,30,2025-06-06,1.0,43.4,6.1,6.9,6.0,1.0,2.0,10.0,1.0,1.0,1.8,1.0,1,1,0
EMP0046,31,2025-06-13,1.0,51.1,5.8,7.3,9.2,1.0,1.0,9.7,1.0,1.0,4.1,1.5,1,0,0
EMP0046,32,2025-06-20,1.0,46.6,7.2,7.8,9.0,1.0,1.0,9.9,1.0,1.0,4.4,2.1,1,1,0
EMP0046,33,2025-06-27,1.0,48.9,8.3,6.3,6.4,1.0,1.0,10.0,1.0,1.0,1.0,2.4,5,0,0
EMP0046,34,2025-07-04,1.0,44.3,4.6,8.4,8.0,1.0,1.0,10.0,2.2,1.0,1.0,1.9,1,0,0
EMP0046,35,2025-07-11,1.0,49.4,6.1,7.2,8.9,1.0,1.0,10.0,1.0,1.0,1.0,1.3,5,1,0
EMP0046,36,2025-07-18,1.0,45.7,7.2,9.4,3.7,1.0,1.0,9.3,1.0,1.0,1.6,2.5,1,0,0
EMP0046,37,2025-07-25,0.934,37.4,6.1,8.0,8.4,1.0,1.5,10.0,2.4,1.0,5.1,3.0,1,0,0
EMP0046,38,2025-08-01,0.943,36.5,4.3,6.8,5.8,1.0,1.0,8.9,1.0,1.0,4.0,3.2,3,0,0
EMP0046,39,2025-08-08,0.997,42.8,8.1,7.4,6.7,1.7,1.0,8.5,1.0,1.0,2.2,1.1,0,0,1
EMP0046,40,2025-08-15,0.966,35.2,7.9,5.1,8.1,1.0,1.0,10.0,1.0,1.0,1.0,1.5,2,0,0
EMP0046,41,2025-08-22,0.993,52.8,5.9,7.0,6.2,1.8,1.0,9.4,1.0,1.0,4.6,2.0,1,0,0
EMP0046,42,2025-08-29,0.941,45.4,4.9,9.5,7.8,2.1,1.0,9.5,3.0,1.0,3.7,3.6,0,1,0
EMP0046,43,2025-09-05,1.0,38.0,8.3,7.6,8.5,1.0,1.0,10.0,1.0,1.0,1.8,3.3,1,0,1
EMP0046,44,2025-09-12,1.0,42.3,4.7,6.3,8.1,1.0,1.0,10.0,1.0,1.0,3.6,4.8,1,1,1
EMP0046,45,2025-09-19,1.0,41.9,6.3,7.0,8.0,1.0,1.0,9.4,1.0,1.0,1.4,1.6,3,0,0
EMP0046,46,2025-09-26,1.0,50.1,6.2,6.3,7.4,1.0,1.0,9.7,1.0,1.0,1.0,2.2,4,0,0
EMP0046,47,2025-10-03,0.937,43.5,6.6,7.2,4.1,1.0,1.0,9.4,1.0,1.0,2.7,3.2,2,1,0
EMP0046,48,2025-10-10,0.981,40.4,7.3,6.4,9.2,1.0,1.0,9.6,1.0,1.0,1.0,2.2,1,0,0
EMP0046,49,2025-10-17,0.971,36.1,6.6,8.7,7.3,1.8,1.0,7.2,1.0,1.0,2.4,1.0,3,2,0
EMP0046,50,2025-10-24,1.0,52.4,5.9,6.4,8.9,1.0,1.3,9.4,1.0,1.0,2.5,3.4,2,1,0
EMP0046,51,2025-10-31,0.992,47.1,5.7,9.6,4.9,1.0,1.0,8.7,1.0,1.0,4.5,2.1,3,0,0
EMP0046,52,2025-11-07,1.0,43.4,4.2,8.0,4.7,1.0,1.0,8.6,1.0,1.0,2.6,1.6,0,1,0
EMP0047,1,2024-11-15,0.163,35.8,8.9,8.6,6.5,8.2,8.0,2.0,6.2,7.7,8.2,8.1,1,0,0
EMP0047,2,2024-11-22,0.114,39.7,4.8,6.6,3.4,8.5,9.6,1.0,10.0,7.8,7.5,9.7,0,0,0
EMP0047,3,2024-11-29,0.21,46.3,5.5,5.4,6.7,7.8,7.6,2.5,6.9,6.0,10.0,6.8,0,0,0
EMP0047,4,2024-12-06,0.291,46.9,6.1,7.8,6.3,7.9,6.0,2.4,8.7,6.6,6.4,8.1,0,0,0
EMP0047,5,2024-12-13,0.404,42.4,5.1,5.7,4.0,6.7,4.8,4.6,3.9,7.0,6.1,8.4,0,0,0
EMP0047,6,2024-12-20,0.647,45.1,7.8,6.0,7.2,4.1,5.5,4.9,3.4,1.3,3.4,5.2,0,0,0
EMP0047,7,2024-12-27,0.811,45.4,6.6,6.2,8.4,3.5,2.6,7.5,2.1,1.3,4.0,2.0,1,1,0
EMP0047,8,2025-01-03,0.812,43.5,7.0,5.1,5.8,1.0,2.0,7.6,2.0,1.0,4.9,3.3,3,0,0
EMP0047,9,2025-01-10,0.758,45.1,8.2,7.1,6.3,3.6,1.7,6.0,1.0,1.0,5.7,2.7,2,0,0
EMP0047,10,2025-01-17,0.763,48.1,5.5,5.3,8.2,3.8,3.4,9.2,2.6,1.8,5.1,3.3,2,1,0
EMP0047,11,2025-01-24,0.92,54.5,7.1,7.7,8.3,1.0,1.0,7.7,2.5,1.0,2.2,1.0,2,0,0
EMP0047,12,2025-01-31,0.985,45.3,8.0,5.4,7.6,1.0,1.0,10.0,1.0,1.0,1.0,1.7,4,0,0
EMP0047,13,2025-02-07,1.0,49.9,8.4,5.4,4.4,1.0,1.0,9.5,1.0,1.0,2.1,2.8,4,1,0
EMP0047,14,2025-02-14,0.965,39.1,6.1,8.3,4.0,1.0,1.0,10.0,1.0,1.0,1.3,3.3,3,1,0
EMP0047,15,2025-02-21,1.0,48.5,4.2,9.7,6.3,1.0,1.0,8.9,1.0,1.0,1.4,1.0,1,0,0
EMP0047,16,2025-02-28,0.909,36.8,6.6,8.6,6.4,1.3,1.3,10.0,4.4,1.0,2.4,1.9,2,1,0
EMP0047,17,2025-03-07,1.0,43.7,7.2,5.3,7.4,1.0,1.6,9.9,1.0,1.0,1.5,1.1,1,1,0
EMP0047,18,2025-03-14,1.0,40.8,7.5,6.1,5.6,1.0,1.0,8.9,1.0,1.0,2.5,1.0,2,1,0
EMP0047,19,2025-03-21,1.0,48.1,5.8,5.1,7.5,1.0,1.0,10.0,1.0,1.0,1.0,2.2,0,1,0
EMP0047,20,2025-03-28,1.0,34.1,5.0,8.2,6.1,1.0,1.0,9.9,1.0,1.0,2.1,2.8,1,0,0
EMP0047,21,2025-04-04,1.0,36.1,4.9,8.0,7.5,1.0,1.0,8.1,1.0,1.0,1.0,1.3,0,2,0
EMP0047,22,2025-04-11,1.0,43.3,5.5,6.2,7.2,1.0,1.4,10.0,1.0,1.0,2.5,1.6,0,0,1
EMP0047,23,2025-04-18,0.932,38.5,6.3,7.3,6.4,1.0,1.0,9.7,1.4,1.0,2.6,3.3,3,1,0
EMP0047,24,2025-04-25,0.911,39.5,4.8,5.3,7.7,1.0,1.0,8.4,1.0,1.0,1.0,2.5,7,1,0
EMP0047,25,2025-05-02,1.0,33.8,5.9,7.9,7.7,1.0,1.0,10.0,1.0,1.0,1.2,2.5,2,0,1
EMP0047,26,2025-05-09,1.0,50.2,4.6,5.3,5.9,1.0,1.0,10.0,1.0,1.0,1.6,2.7,0,0,1
EMP0047,27,2025-05-16,1.0,40.7,7.2,5.5,6.8,1.0,1.0,9.2,1.0,1.0,1.1,1.4,2,0,0
EMP0047,28,2025-05-23,1.0,48.0,6.7,6.3,6.1,1.0,1.7,10.0,1.2,1.0,2.7,3.1,3,0,0
EMP0047,29,2025-05-30,1.0,46.3,4.8,7.0,7.6,1.0,1.0,10.0,1.0,1.0,4.0,1.0,0,2,0
EMP0047,30,2025-06-06,1.0,32.7,5.2,4.3,7.5,1.4,1.0,10.0,2.0,1.0,4.1,3.5,2,2,0
EMP0047,31,2025-06-13,1.0,40.8,5.5,9.0,8.6,1.0,1.0,9.8,3.9,1.0,2.5,2.8,5,0,1
EMP0047,32,2025-06-20,1.0,33.9,7.6,7.6,6.1,1.0,1.0,8.9,1.0,1.0,2.4,1.0,3,0,0
EMP0047,33,2025-06-27,1.0,53.0,6.3,10.0,6.7,1.0,1.0,9.5,1.0,1.0,4.3,2.7,2,1,0
EMP0047,34,2025-07-04,0.957,36.3,7.8,9.6,6.9,1.0,1.0,9.0,1.9,1.0,1.7,1.8,3,0,0
EMP0047,35,2025-07-11,0.99,38.5,6.8,7.5,7.3,1.0,1.0,9.4,1.0,1.0,1.0,1.8,3,1,0
EMP0047,36,2025-07-18,0.891,49.9,5.6,7.8,7.2,1.0,1.0,8.7,1.0,1.0,3.7,3.3,0,1,0
EMP0047,37,2025-07-25,0.96,49.6,8.2,7.4,6.6,1.7,1.3,10.0,1.0,1.0,3.8,1.0,0,0,0
EMP0047,38,2025-08-01,1.0,46.3,6.1,8.6,8.2,1.0,1.0,9.5,1.0,1.0,3.3,1.9,2,0,0
EMP0047,39,2025-08-08,0.977,49.0,4.2,9.6,4.3,1.0,1.0,10.0,1.0,1.0,4.0,2.9,3,1,0
EMP0047,40,2025-08-15,0.963,48.3,5.4,5.9,5.1,1.0,1.0,9.4,1.0,1.0,1.0,2.5,1,1,0
EMP0047,41,2025-08-22,0.942,43.2,4.5,7.9,5.0,1.0,1.0,9.7,1.0,1.0,1.0,3.9,1,0,0
EMP0047,42,2025-08-29,0.942,35.5,6.4,6.1,10.0,1.8,1.0,7.1,2.1,1.0,2.5,1.3,4,0,0
EMP0047,43,2025-09-05,1.0,46.6,5.7,10.0,7.7,1.6,1.0,8.2,1.0,1.0,3.6,1.8,1,0,0
EMP0047,44,2025-09-12,1.0,43.5,6.8,8.6,7.4,1.0,1.0,10.0,1.0,1.0,1.3,3.6,4,0,0
EMP0047,45,2025-09-19,1.0,30.8,6.7,7.8,7.6,1.0,1.0,10.0,1.0,1.0,2.0,4.4,4,0,0
EMP0047,46,2025-09-26,1.0,46.3,4.2,6.8,6.8,1.0,1.0,9.5,1.0,1.0,1.0,2.3,3,2,0
EMP0047,47,2025-10-03,0.928,36.7,2.9,9.0,5.2,1.1,1.1,10.0,1.0,1.0,3.2,1.0,0,0,0
EMP0047,48,2025-10-10,0.906,47.5,3.3,6.0,8.1,1.2,1.0,8.6,3.3,1.0,4.3,4.1,4,1,0
EMP0047,49,2025-10-17,0.94,34.4,6.4,6.9,6.1,1.4,2.4,10.0,2.4,1.0,4.7,2.8,3,1,0
EMP0047,50,2025-10-24,0.893,44.3,4.9,6.1,8.4,2.1,1.0,9.1,1.9,1.0,3.2,2.0,2,0,0
EMP0047,51,2025-10-31,0.925,41.4,7.1,3.6,5.8,1.8,1.2,8.1,1.0,1.0,1.5,3.1,0,1,0
EMP0047,52,2025-11-07,0.976,44.7,6.1,8.4,7.7,1.5,1.0,10.0,1.0,1.0,2.3,2.2,0,0,0
EMP0048,1,2024-11-15,0.27,50.9,2.8,5.4,7.1,7.8,8.5,2.5,8.7,8.0,10.0,7.4,1,0,0
EMP0048,2,2024-11-22,0.382,49.1,8.6,8.5,7.4,7.2,6.9,2.4,7.4,5.3,5.2,6.9,0,0,0
EMP0048,3,2024-11-29,0.324,45.2,5.2,6.9,7.9,8.5,6.5,3.2,8.0,6.0,5.4,9.7,2,1,0
EMP0048,4,2024-12-06,0.523,48.4,5.0,5.2,7.8,4.7,3.9,6.2,3.7,3.9,5.9,5.8,0,0,0
EMP0048,5,2024-12-13,0.695,52.2,5.0,8.6,6.0,3.5,3.9,5.3,2.4,1.3,6.6,2.6,3,0,0
EMP0048,6,2024-12-20,0.923,59.9,5.5,6.6,6.2,1.0,1.0,9.1,1.5,1.0,4.2,3.1,0,0,0
EMP0048,7,2024-12-27,1.0,50.3,7.3,9.5,8.1,1.0,1.0,10.0,1.0,1.0,2.1,2.1,2,1,0
EMP0048,8,2025-01-03,1.0,57.5,4.1,5.9,5.6,1.0,1.8,10.0,1.0,1.0,1.0,1.0,5,0,1
EMP0048,9,2025-01-10,1.0,49.9,9.6,5.0,6.0,1.0,1.0,10.0,1.2,1.0,1.0,2.3,1,0,0
EMP0048,10,2025-01-17,1.0,63.3,7.7,9.0,5.1,1.0,1.0,9.1,1.0,1.0,1.3,1.0,4,0,1
EMP0048,11,2025-01-24,1.0,53.8,5.5,7.4,7.1,1.0,1.0,10.0,1.0,1.0,2.5,2.1,3,0,0
EMP0048,12,2025-01-31,1.0,51.2,6.6,5.8,6.1,1.0,1.0,9.8,1.0,1.0,1.0,1.5,4,1,0
EMP0048,13,2025-02-07,1.0,55.4,4.2,7.9,6.5,1.0,1.0,9.1,1.0,1.0,2.0,1.9,1,1,0
EMP0048,14,2025-02-14,1.0,51.4,4.6,7.0,6.4,1.0,1.0,10.0,1.0,1.0,1.7,1.9,4,1,0
EMP0048,15,2025-02-21,1.0,45.6,7.6,5.1,7.3,2.8,1.0,9.3,1.0,1.0,1.0,2.0,1,0,1
EMP0048,16,2025-02-28,1.0,51.7,5.2,6.4,5.0,1.0,1.0,10.0,1.0,1.0,1.0,1.3,1,2,0
EMP0048,17,2025-03-07,1.0,46.4,8.6,6.0,6.7,1.0,1.0,9.4,3.0,1.0,3.2,1.9,2,0,0
EMP0048,18,2025-03-14,1.0,44.1,6.7,9.3,8.6,1.0,1.0,10.0,1.0,1.0,1.2,2.3,3,1,0
EMP0048,19,2025-03-21,1.0,47.8,7.6,7.8,8.4,3.0,2.5,9.8,1.0,1.0,4.7,2.5,2,1,0
EMP0048,20,2025-03-28,1.0,54.3,5.3,7.0,9.6,1.0,1.0,10.0,1.0,1.0,1.0,1.3,3,1,0
EMP0048,21,2025-04-04,1.0,53.7,6.3,7.3,10.0,1.0,1.0,10.0,1.0,1.0,1.7,1.2,2,1,0
EMP0048,22,2025-04-11,1.0,57.0,8.6,7.9,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3,0,0
EMP0048,23,2025-04-18,1.0,54.1,6.5,7.8,8.1,1.0,1.0,10.0,1.0,1.0,2.0,3.2,4,1,0
EMP0048,24,2025-04-25,1.0,54.3,6.1,4.2,7.2,1.0,1.0,10.0,1.0,1.0,2.4,2.2,3,0,0
EMP0048,25,2025-05-02,1.0,57.5,5.6,7.2,6.2,1.0,1.3,10.0,1.0,1.0,1.0,2.8,2,0,0
EMP0048,26,2025-05-09,1.0,49.3,5.9,4.2,6.3,1.0,1.0,10.0,1.0,1.0,2.8,2.5,2,0,0
EMP0048,27,2025-05-16,1.0,43.4,6.1,6.4,6.3,1.0,1.0,10.0,1.0,1.0,1.0,2.2,2,0,1
EMP0048,28,2025-05-23,1.0,59.9,6.4,6.8,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1,0,0
EMP0048,29,2025-05-30,1.0,51.7,6.1,7.7,5.7,1.0,1.0,10.0,1.0,1.0,1.0,1.3,2,1,0
EMP0048,30,2025-06-06,1.0,49.2,1.2,5.5,7.0,1.0,1.0,9.5,1.0,1.0,3.2,1.6,2,0,0
EMP0048,31,2025-06-13,1.0,51.9,5.4,6.2,6.8,1.0,1.0,8.8,1.0,1.0,1.2,2.7,2,0,0
EMP0048,32,2025-06-20,1.0,56.5,8.1,9.0,8.2,1.0,1.4,7.7,1.0,1.0,1.2,2.4,3,1,1
EMP0048,33,2025-06-27,1.0,53.6,6.0,6.4,8.0,1.0,1.0,10.0,1.0,1.0,2.9,1.6,0,0,0
EMP0048,34,2025-07-04,1.0,47.8,8.6,7.9,7.9,1.0,1.0,9.0,1.0,1.0,1.6,3.5,0,1,0
EMP0048,35,2025-07-11,1.0,53.3,4.5,7.7,7.8,1.0,1.0,10.0,2.9,1.0,2.6,3.0,2,0,0
EMP0048,36,2025-07-18,1.0,54.4,3.2,7.3,7.3,1.0,1.2,10.0,1.0,1.0,4.9,2.1,2,0,0
EMP0048,37,2025-07-25,0.994,44.7,3.3,5.2,7.4,1.0,1.0,9.8,1.0,1.0,1.0,1.0,4,0,0
EMP0048,38,2025-08-01,0.984,50.3,4.2,5.9,6.8,1.0,1.0,10.0,1.0,1.0,1.0,2.4,0,0,0
EMP0048,39,2025-08-08,0.975,48.7,4.9,8.9,8.9,1.4,1.0,9.8,1.0,1.0,1.9,3.1,2,1,0
EMP0048,40,2025-08-15,0.887,48.6,6.9,8.5,9.8,1.5,1.0,9.3,2.2,1.0,2.6,2.9,4,1,0
EMP0048,41,2025-08-22,0.948,49.3,8.0,7.9,8.1,1.8,1.0,10.0,2.2,1.0,7.0,1.1,1,2,0
EMP0048,42,2025-08-29,0.904,38.7,6.6,8.0,6.9,1.0,1.0,9.9,1.0,1.0,1.0,2.4,2,1,0
EMP0048,43,2025-09-05,1.0,55.9,7.7,6.6,6.7,1.0,1.0,10.0,1.0,1.0,3.3,1.0,6,0,0
EMP0048,44,2025-09-12,1.0,52.5,6.4,3.6,6.8,1.0,1.0,9.6,1.0,1.0,2.0,1.1,1,0,1
EMP0048,45,2025-09-19,1.0,51.3,5.3,7.2,6.3,1.0,1.0,10.0,1.0,1.0,3.1,2.2,3,0,0
EMP0048,46,2025-09-26,1.0,49.5,4.9,4.8,7.8,1.0,1.0,9.7,1.0,1.0,1.3,1.5,3,0,0
EMP0048,47,2025-10-03,1.0,44.5,5.6,8.6,6.1,1.0,1.0,10.0,1.0,1.0,1.0,3.2,0,0,0
EMP0048,48,2025-10-10,0.952,46.5,3.6,9.4,10.0,2.2,1.0,9.5,1.0,1.0,1.0,1.0,2,0,0
EMP0048,49,2025-10-17,1.0,53.5,7.9,6.8,8.8,1.0,1.0,7.7,1.0,1.0,1.0,1.1,2,1,0
EMP0048,50,2025-10-24,1.0,52.0,4.1,7.7,5.8,1.1,1.0,9.6,1.0,1.0,1.2,2.8,0,0,1
EMP0048,51,2025-10-31,1.0,46.3,6.5,8.4,4.5,1.0,1.0,8.7,1.0,1.0,2.3,1.4,2,0,1
