user_id,age,gender,fitness_level,health_goal,bmi,diet_preference,baseline_stress,avg_steps,avg_active_minutes,avg_sleep_hours,avg_resting_hr,avg_calories_burned,avg_wellness_score,steps_consistency,activity_consistency
USER0307,44,Male,Moderately Active,Weight Loss,28.0,Vegan,3.72,8307.677777777777,46.8,7.538444444444445,68.61111111111111,2053.588888888889,7.130222222222223,0.38179651132948556,0.4622773534314202
USER0308,26,Female,Sedentary,Build Muscle,22.1,Balanced,5.56,2670.1666666666665,8.833333333333334,6.434777777777778,69.41111111111111,1640.2,6.864111111111111,0.37808954027436115,0.37326636517873285
USER0309,37,Male,Sedentary,General Fitness,32.4,Vegetarian,4.42,2659.633333333333,8.766666666666667,6.441666666666666,69.63333333333334,1636.1,6.963444444444445,0.3491772327311643,0.40671654850188504
USER0310,29,Male,Very Active,Weight Loss,30.9,Balanced,3.63,11106.011111111111,75.4888888888889,7.894,68.8,2344.188888888889,6.817555555555556,0.3330295649662718,0.4376467455305084
USER0311,29,Male,Very Active,Better Sleep,19.7,Balanced,3.08,11614.022222222222,72.84444444444445,8.060333333333332,71.38888888888889,2311.5333333333333,7.073888888888889,0.2984205579215829,0.4804081414587018
USER0312,42,Male,Moderately Active,General Fitness,22.3,Balanced,4.72,8477.877777777778,46.833333333333336,7.609444444444445,70.5111111111111,2074.5222222222224,6.915666666666667,0.3315584604591973,0.40193113946567116
USER0313,40,Female,Moderately Active,Weight Loss,18.0,Balanced,3.24,7889.811111111111,47.044444444444444,7.396888888888889,68.73333333333333,2059.1444444444446,7.048111111111112,0.37637764691137077,0.4341772016668416
USER0314,40,Male,Moderately Active,Better Sleep,22.9,Vegetarian,3.14,8632.622222222222,45.58888888888889,7.5393333333333326,70.41111111111111,2057.633333333333,7.140444444444444,0.3603650521222907,0.46760639368890256
USER0315,45,Female,Sedentary,Better Sleep,29.1,Low Carb,4.37,2737.7555555555555,8.744444444444444,6.336444444444444,69.63333333333334,1655.4444444444443,6.913555555555556,0.333624151005092,0.4168720323998144
USER0316,32,Female,Lightly Active,Weight Loss,24.3,Low Carb,6.35,5487.266666666666,26.41111111111111,6.9605555555555565,70.23333333333333,1839.7,7.070444444444445,0.34908336171697374,0.4774577887430876
USER0317,38,Male,Lightly Active,General Fitness,27.8,Balanced,3.66,5532.611111111111,27.444444444444443,7.016000000000001,69.97777777777777,1855.7,6.971666666666668,0.32878403146616053,0.47370750860730243
USER0318,28,Female,Moderately Active,Build Muscle,19.9,Balanced,5.19,8234.511111111111,48.81111111111111,7.447777777777778,69.41111111111111,2074.722222222222,6.990111111111111,0.32407154728610177,0.4145324555965215
USER0319,35,Female,Lightly Active,Build Muscle,29.2,Balanced,3.76,5351.344444444445,27.955555555555556,6.893,68.84444444444445,1850.611111111111,7.0297777777777775,0.3453032969251589,0.4220302735363288
USER0320,30,Female,Sedentary,Weight Loss,23.8,Vegetarian,5.94,2733.5666666666666,8.677777777777777,6.606777777777778,68.28888888888889,1656.4222222222222,6.992111111111111,0.3531234290716743,0.46334135023431955
USER0321,32,Male,Lightly Active,General Fitness,26.0,High Protein,2.7,5448.555555555556,25.622222222222224,7.091222222222223,69.21111111111111,1855.3333333333333,7.044333333333333,0.26469585879871377,0.43599157834312624
USER0322,37,Male,Moderately Active,Better Sleep,25.6,Balanced,5.58,8146.844444444445,41.72222222222222,7.598111111111112,69.55555555555556,2041.3777777777777,7.152888888888889,0.367891218325734,0.44502116183024487
USER0323,23,Female,Lightly Active,General Fitness,20.9,Balanced,3.98,5719.011111111111,26.244444444444444,6.955777777777778,70.66666666666667,1870.7666666666667,7.149555555555556,0.32362242482476866,0.4818228558013067
USER0324,52,Female,Sedentary,Weight Loss,21.4,Balanced,3.54,2744.1,8.477777777777778,6.398444444444444,68.64444444444445,1645.388888888889,7.237666666666667,0.3869035853536079,0.42937004108047283
USER0325,21,Female,Sedentary,General Fitness,29.9,Low Carb,2.66,2811.766666666667,8.744444444444444,6.532,70.61111111111111,1654.8666666666666,7.101222222222223,0.36466152732988044,0.4485130031401769
USER0326,19,Male,Sedentary,Build Muscle,27.6,Low Carb,3.1,2590.0666666666666,8.955555555555556,6.571555555555556,70.71111111111111,1645.3,7.176222222222222,0.3386088346476554,0.38143526988834675
USER0327,43,Female,Lightly Active,Stress Management,30.2,Vegetarian,3.47,5272.4,25.733333333333334,6.850888888888889,68.06666666666666,1857.2555555555555,7.057777777777778,0.3689787768251965,0.4249584367321057
USER0328,39,Male,Moderately Active,Build Muscle,27.3,Balanced,4.31,8254.555555555555,44.611111111111114,7.446333333333333,70.64444444444445,2066.1111111111113,6.809666666666667,0.38712034204962575,0.45127161334131316
USER0329,38,Female,Moderately Active,Weight Loss,26.6,Vegetarian,4.55,8117.3,47.077777777777776,7.371888888888889,70.26666666666667,2046.0777777777778,6.850111111111111,0.3682936853296095,0.45699509142965156
USER0330,38,Male,Moderately Active,Weight Loss,19.1,Low Carb,6.28,8007.344444444445,47.611111111111114,7.5376666666666665,69.64444444444445,2055.4777777777776,6.967,0.36744291658869777,0.4554474274641075
USER0331,31,Female,Lightly Active,Stress Management,24.9,Balanced,4.69,5303.5888888888885,27.211111111111112,7.011111111111111,70.91111111111111,1826.8555555555556,7.014666666666667,0.4108816099813889,0.4081625663840058
USER0332,23,Male,Moderately Active,Weight Loss,25.9,Low Carb,4.89,8512.433333333332,43.37777777777778,7.560555555555556,69.8,2054.2555555555555,6.841666666666667,0.3588667569006894,0.47485915416431035
USER0333,32,Male,Sedentary,Stress Management,33.8,Balanced,3.25,2661.8,8.0,6.497777777777777,70.02222222222223,1634.5222222222221,7.164888888888889,0.3639543779248942,0.4347712767653093
USER0334,25,Female,Lightly Active,Weight Loss,28.7,Balanced,8.87,5017.077777777778,27.833333333333332,7.001222222222222,69.0111111111111,1815.4222222222222,7.1287777777777785,0.36370240539145343,0.3951407204789041
USER0335,41,Male,Moderately Active,Build Muscle,32.1,Vegan,2.99,8576.477777777778,48.41111111111111,7.526666666666666,69.28888888888889,2072.8777777777777,7.088888888888889,0.35665015739652545,0.42374978500803223
USER0336,30,Male,Sedentary,Build Muscle,28.4,Balanced,6.08,2776.188888888889,9.255555555555556,6.333111111111111,68.34444444444445,1667.7555555555555,7.123666666666667,0.35023357053525794,0.3931514275564374
USER0337,23,Male,Sedentary,Better Sleep,23.2,Vegetarian,5.19,2638.0333333333333,8.411111111111111,6.426666666666667,70.03333333333333,1660.4666666666667,6.989333333333333,0.3355610959857853,0.42411189150728357
USER0338,28,Female,Moderately Active,Better Sleep,26.5,Low Carb,5.91,8193.3,46.63333333333333,7.390333333333333,68.5111111111111,2061.5333333333333,7.009111111111111,0.38162505542217395,0.3782421933495231
USER0339,36,Female,Lightly Active,Weight Loss,26.9,Balanced,2.7,5560.222222222223,28.477777777777778,7.068,71.43333333333334,1857.611111111111,6.900333333333333,0.38699787025875787,0.48832104312961433
USER0340,26,Male,Moderately Active,Build Muscle,22.2,Low Carb,3.43,8174.5,42.666666666666664,7.511333333333333,68.82222222222222,2041.8222222222223,7.110888888888889,0.3637569476456471,0.4860024246226739
USER0341,23,Female,Sedentary,Weight Loss,24.5,Low Carb,7.0,2695.722222222222,9.11111111111111,6.52,69.38888888888889,1640.4777777777779,7.121444444444445,0.390641575851842,0.42023449328236034
USER0342,34,Female,Moderately Active,General Fitness,25.2,Balanced,4.62,8366.266666666666,43.266666666666666,7.6866666666666665,69.21111111111111,2067.3333333333335,7.177222222222222,0.3732289041428769,0.4668528952252834
USER0343,34,Male,Lightly Active,Build Muscle,32.4,Balanced,4.33,5528.455555555555,26.92222222222222,6.9431111111111115,69.18888888888888,1860.4444444444443,6.958666666666667,0.3449944769823009,0.4035380894455606
USER0344,26,Female,Sedentary,Better Sleep,18.0,Balanced,5.68,2609.5777777777776,9.088888888888889,6.3181111111111115,70.56666666666666,1634.4777777777779,7.037444444444445,0.3947035272303104,0.3985749616305735
USER0345,27,Female,Moderately Active,Better Sleep,30.8,Balanced,2.02,7935.688888888889,43.922222222222224,7.641777777777778,68.67777777777778,2028.6,6.828777777777778,0.3781160916807493,0.4970473386528672
USER0346,34,Female,Sedentary,Build Muscle,22.3,Balanced,4.76,2670.5333333333333,8.533333333333333,6.458555555555555,70.58888888888889,1654.8555555555556,7.116444444444444,0.33133279387975084,0.44508717876837944
USER0347,18,Male,Lightly Active,Build Muscle,20.5,Balanced,5.73,5515.8,24.844444444444445,7.028,70.16666666666667,1836.5,7.137888888888889,0.3556793888113777,0.4212592295587856
USER0348,18,Female,Sedentary,Stress Management,30.7,Balanced,3.72,2703.511111111111,8.411111111111111,6.455444444444445,69.42222222222222,1647.1222222222223,6.879666666666666,0.3511833339365215,0.4426383199001412
USER0349,24,Female,Sedentary,Stress Management,28.9,Vegan,3.22,2680.8555555555554,7.844444444444444,6.488888888888889,69.74444444444444,1644.3333333333333,6.859666666666667,0.3574744575883942,0.43851959692003156
USER0350,29,Male,Lightly Active,Weight Loss,31.0,Balanced,3.7,5612.7555555555555,28.255555555555556,6.888222222222223,68.5111111111111,1852.8666666666666,7.156333333333334,0.34838037216959317,0.4019157997405978
USER0351,35,Male,Sedentary,Build Muscle,29.2,Vegetarian,3.98,2666.0333333333333,8.71111111111111,6.283777777777777,69.18888888888888,1644.1333333333334,7.108333333333333,0.3756751879683976,0.4345175634386424
USER0352,46,Male,Very Active,Build Muscle,34.2,Low Carb,4.9,11169.233333333334,70.53333333333333,7.858555555555555,70.38888888888889,2299.2555555555555,6.919222222222222,0.3207606612164118,0.4444229349644052
USER0353,40,Male,Sedentary,Weight Loss,28.2,Vegetarian,5.64,2754.722222222222,7.977777777777778,6.455888888888889,70.21111111111111,1672.0333333333333,6.988666666666667,0.37702910685717833,0.4320282025598302
USER0354,30,Female,Lightly Active,Weight Loss,25.4,Balanced,1.53,5284.322222222222,28.4,6.871777777777778,71.96666666666667,1837.7222222222222,6.828444444444444,0.37343580794657294,0.43711269471378567
USER0355,31,Male,Sedentary,Weight Loss,27.4,High Protein,3.62,2823.0666666666666,7.866666666666666,6.404888888888889,71.57777777777778,1647.388888888889,6.9013333333333335,0.36675641307761103,0.4973785085275557
USER0356,21,Male,Lightly Active,General Fitness,31.0,Low Carb,2.82,5408.377777777778,27.733333333333334,7.121666666666667,69.11111111111111,1866.4222222222222,7.167444444444445,0.4147116015356789,0.4560743720952062
USER0357,31,Female,Very Active,Weight Loss,22.9,Vegetarian,4.68,10867.577777777778,78.4888888888889,8.003555555555556,70.6,2337.777777777778,6.999777777777778,0.4095788664377735,0.3778035629509232
USER0358,29,Male,Sedentary,Weight Loss,23.4,Balanced,3.25,2862.9777777777776,8.3,6.389555555555555,71.27777777777777,1671.2666666666667,6.973333333333334,0.3579747142800646,0.40754752913274195
USER0359,35,Other,Very Active,Weight Loss,24.8,Balanced,3.1,11077.644444444444,73.71111111111111,8.171222222222221,70.35555555555555,2294.766666666667,7.069000000000001,0.41371406788698156,0.42170426157764035
USER0360,23,Male,Sedentary,Stress Management,18.0,Low Carb,5.9,2894.311111111111,8.222222222222221,6.483888888888888,71.32222222222222,1653.2222222222222,6.857777777777779,0.3119861423515703,0.4554153119972029
USER0361,37,Male,Moderately Active,Stress Management,26.6,Balanced,3.13,8218.177777777777,49.68888888888889,7.3773333333333335,71.56666666666666,2068.9777777777776,6.752555555555555,0.41250801265442005,0.44233637704674555
USER0362,47,Male,Lightly Active,Build Muscle,18.5,Balanced,2.9,5428.311111111111,30.133333333333333,6.863444444444445,68.4888888888889,1861.5333333333333,7.180000000000001,0.34522505489188593,0.46116163838719604
USER0363,30,Male,Moderately Active,Build Muscle,26.2,Balanced,7.41,8484.266666666666,43.855555555555554,7.4702222222222225,67.88888888888889,2054.777777777778,6.825444444444444,0.37158515990379004,0.5199924729165133
USER0364,36,Male,Lightly Active,Better Sleep,29.5,Low Carb,2.52,5244.011111111111,27.4,6.856444444444445,69.53333333333333,1860.3333333333333,6.901888888888888,0.36947313647986846,0.4839268918083702
USER0365,38,Female,Lightly Active,Weight Loss,24.1,High Protein,3.1,5893.322222222222,26.444444444444443,7.030444444444445,70.52222222222223,1886.5333333333333,7.137333333333333,0.3378140924946623,0.43630502830730383
USER0366,27,Other,Sedentary,Weight Loss,32.7,Balanced,4.71,2657.6222222222223,8.577777777777778,6.698333333333333,69.9,1647.6444444444444,6.953888888888889,0.3488551686067873,0.4486665494320721
USER0367,34,Male,Sedentary,Weight Loss,20.2,Vegetarian,3.72,2583.3444444444444,8.866666666666667,6.46,68.52222222222223,1638.4444444444443,6.864444444444444,0.37439696964595587,0.38495728468227336
USER0368,32,Female,Very Active,Weight Loss,30.8,Low Carb,5.73,11493.222222222223,65.83333333333333,8.051444444444444,71.16666666666667,2290.8444444444444,7.029555555555556,0.31543080749954927,0.5262176302366973
USER0369,32,Female,Lightly Active,Build Muscle,28.7,Balanced,3.68,5469.977777777778,28.455555555555556,6.981777777777778,69.24444444444444,1855.4555555555555,6.990111111111111,0.399097422827994,0.4428827592371406
USER0370,24,Female,Lightly Active,Better Sleep,19.1,High Protein,3.26,5349.388888888889,26.566666666666666,7.038444444444445,68.92222222222222,1863.1666666666667,6.918333333333333,0.3371155286023648,0.39587073076915685
USER0371,32,Male,Moderately Active,General Fitness,36.8,Vegan,2.14,8283.388888888889,49.2,7.408111111111111,70.82222222222222,2104.222222222222,6.974555555555556,0.3755801344763212,0.44306180423744745
USER0372,36,Male,Lightly Active,Build Muscle,25.7,Vegetarian,5.41,5697.077777777778,27.322222222222223,6.991333333333333,69.12222222222222,1883.2111111111112,7.126333333333333,0.3067495125444863,0.4101343453929968
USER0373,46,Male,Very Active,Better Sleep,22.5,Balanced,6.75,10846.622222222222,71.11111111111111,7.968333333333333,68.64444444444445,2287.811111111111,7.059777777777778,0.34864726859777634,0.46766524543552235
USER0374,41,Female,Moderately Active,Weight Loss,20.4,Low Carb,5.21,8198.422222222222,42.388888888888886,7.442444444444445,69.94444444444444,2040.7,6.879444444444444,0.3634089080099115,0.4696577103021701
USER0375,53,Female,Lightly Active,Weight Loss,25.1,Balanced,6.13,5548.7444444444445,26.255555555555556,7.001111111111111,71.81111111111112,1848.6,7.023444444444444,0.39439279101953434,0.4602599733603239
USER0376,24,Male,Moderately Active,General Fitness,25.5,Balanced,1.78,8468.755555555555,45.03333333333333,7.483333333333333,69.76666666666667,2075.0777777777776,6.930666666666666,0.37760076222986383,0.44425908816339527
USER0377,40,Male,Sedentary,General Fitness,26.4,Balanced,4.67,2775.6666666666665,8.722222222222221,6.506444444444445,68.33333333333333,1670.611111111111,7.152333333333334,0.3863099223256022,0.3888150496793339
USER0378,33,Female,Lightly Active,Weight Loss,24.8,Vegetarian,3.7,5377.277777777777,27.233333333333334,6.968888888888889,68.43333333333334,1861.888888888889,7.166,0.3613921830531586,0.39469509488804777
USER0379,53,Female,Lightly Active,Build Muscle,28.5,Vegan,6.41,5324.7444444444445,26.4,6.925,67.75555555555556,1834.5222222222221,6.995777777777778,0.38141877689637943,0.43213213185972404
USER0380,23,Other,Sedentary,General Fitness,24.4,Balanced,8.67,2620.8,8.588888888888889,6.363888888888889,69.92222222222222,1649.1555555555556,7.254555555555555,0.38459465717128,0.4839089891512888
USER0381,23,Female,Moderately Active,General Fitness,18.3,Balanced,2.45,8471.3,44.144444444444446,7.421111111111111,70.05555555555556,2036.4,6.729222222222222,0.3310717235330642,0.4979001633198975
USER0382,26,Male,Very Active,General Fitness,25.4,Vegan,4.67,11216.777777777777,71.66666666666667,7.896444444444444,70.25555555555556,2313.988888888889,6.9031111111111105,0.33831688897837436,0.4672463644090199
USER0383,18,Female,Lightly Active,Build Muscle,18.0,Balanced,6.51,5496.788888888889,28.41111111111111,7.067222222222222,67.8,1846.8555555555556,6.984000000000001,0.3878870111345442,0.43343797994299377
USER0384,26,Female,Lightly Active,Weight Loss,27.4,Low Carb,1.72,5738.555555555556,26.655555555555555,6.9383333333333335,70.5111111111111,1839.4444444444443,6.956444444444445,0.3126619580843809,0.4975191155014178
USER0385,24,Male,Very Active,Build Muscle,22.1,Balanced,2.87,10456.677777777777,68.35555555555555,7.846333333333333,70.64444444444445,2275.6,7.419222222222222,0.3780296027227619,0.4070519029999701
USER0386,33,Female,Lightly Active,Weight Loss,26.7,Balanced,6.49,5111.288888888889,27.81111111111111,6.956333333333334,68.9,1850.6222222222223,7.031666666666667,0.43077914149725194,0.4282286062213339
USER0387,35,Female,Lightly Active,Better Sleep,31.3,High Protein,6.96,5502.5,26.344444444444445,7.079111111111112,69.58888888888889,1852.9222222222222,6.767444444444445,0.3356951944181381,0.4115571072700468
USER0388,50,Male,Lightly Active,Build Muscle,22.2,Balanced,2.23,5312.422222222222,24.366666666666667,7.0553333333333335,70.33333333333333,1833.0222222222221,7.0473333333333334,0.32683430427491345,0.38335672576845875
USER0389,41,Female,Very Active,Build Muscle,30.2,Balanced,5.24,10859.31111111111,75.42222222222222,7.919777777777777,69.3,2313.088888888889,6.980777777777778,0.34885123729161926,0.3808968290113401
USER0390,26,Female,Lightly Active,Stress Management,24.3,Balanced,3.75,5512.844444444445,28.1,6.874888888888889,69.05555555555556,1864.5333333333333,6.950444444444444,0.364012507031768,0.44500059675339193
USER0391,23,Female,Moderately Active,Build Muscle,33.0,Vegan,3.22,7552.4,47.477777777777774,7.449777777777778,69.63333333333334,2035.1888888888889,6.835333333333333,0.39564285860326254,0.46632509023199376
USER0392,36,Male,Moderately Active,Build Muscle,24.5,Vegan,5.63,8589.966666666667,42.544444444444444,7.444999999999999,70.33333333333333,2038.8777777777777,7.120222222222221,0.33969594106823425,0.41440658843970735
USER0393,18,Male,Lightly Active,Stress Management,22.6,Balanced,2.56,5669.7555555555555,24.566666666666666,6.887888888888889,70.03333333333333,1837.3,6.946777777777778,0.35916375786004673,0.44794126906209225
USER0394,50,Female,Lightly Active,Stress Management,28.7,Balanced,2.66,5535.722222222223,27.433333333333334,6.990444444444444,69.15555555555555,1870.0,7.27588888888889,0.3367976866046138,0.4152127897621843
USER0395,43,Male,Moderately Active,General Fitness,24.3,Low Carb,4.25,8154.733333333334,47.044444444444444,7.551555555555556,68.52222222222223,2077.177777777778,6.918777777777779,0.35793895706327206,0.42287687784499706
USER0396,27,Female,Lightly Active,Weight Loss,22.6,Balanced,4.75,5472.322222222222,30.72222222222222,7.028888888888889,69.81111111111112,1884.8,7.077111111111112,0.334678025353864,0.43271621434708174
USER0397,18,Female,Moderately Active,General Fitness,24.1,Low Carb,6.61,8324.777777777777,47.28888888888889,7.544888888888888,69.5111111111111,2058.5333333333333,6.92988888888889,0.35022956917571446,0.48070398890699384
USER0398,45,Male,Very Active,Stress Management,25.8,Balanced,3.31,10913.133333333333,74.66666666666667,7.935555555555556,68.94444444444444,2305.3444444444444,7.130000000000001,0.37559218726445176,0.5065274787681991
USER0399,30,Female,Moderately Active,Weight Loss,31.4,Balanced,3.07,7897.344444444445,45.56666666666667,7.364777777777778,70.81111111111112,2047.8222222222223,7.093444444444444,0.3581763874310161,0.41479322377179956
USER0400,44,Female,Moderately Active,Weight Loss,18.3,Low Carb,3.65,8660.18888888889,47.4,7.739444444444444,67.74444444444444,2081.3333333333335,7.1835555555555555,0.34252352306843287,0.44118867984282617
USER0401,18,Male,Moderately Active,Stress Management,26.1,Balanced,3.56,7766.033333333334,43.22222222222222,7.409000000000001,71.55555555555556,2038.7666666666667,7.0603333333333325,0.3892312295299758,0.49771326279020717
USER0402,26,Female,Moderately Active,Weight Loss,28.5,Vegan,5.49,8170.722222222223,42.611111111111114,7.447555555555555,71.34444444444445,2028.9222222222222,7.222777777777777,0.38599390096433156,0.5019008049695964
USER0403,32,Female,Lightly Active,Stress Management,26.8,Balanced,4.54,5554.311111111111,26.055555555555557,7.069444444444445,68.63333333333334,1848.7444444444445,7.044444444444444,0.34369428209114594,0.4270859654702808
USER0404,32,Female,Sedentary,Build Muscle,31.2,Balanced,2.56,2689.511111111111,9.244444444444444,6.5264444444444445,69.44444444444444,1635.4444444444443,7.027777777777778,0.37294786941541297,0.44335550549556374
USER0405,27,Female,Lightly Active,Build Muscle,25.7,High Protein,4.8,5777.133333333333,28.0,7.132333333333333,70.96666666666667,1877.9,6.824666666666667,0.31050190940187233,0.41820761431008274
USER0406,38,Male,Moderately Active,Weight Loss,25.3,Balanced,2.7,8499.08888888889,47.233333333333334,7.474555555555556,67.9888888888889,2060.677777777778,6.948888888888889,0.3736844682830422,0.402968933639824
USER0407,21,Female,Lightly Active,Stress Management,28.4,Vegetarian,5.48,5614.366666666667,25.022222222222222,7.065444444444444,70.27777777777777,1852.9444444444443,6.876,0.35835097267087196,0.47736824174925013
USER0408,30,Female,Moderately Active,Build Muscle,26.4,Balanced,1.8,8463.355555555556,46.72222222222222,7.5168888888888885,69.33333333333333,2053.266666666667,7.147666666666666,0.31276115705822793,0.42847502846153224
USER0409,33,Female,Lightly Active,General Fitness,24.4,Low Carb,6.44,5304.855555555556,27.08888888888889,7.158,68.11111111111111,1843.7888888888888,7.018111111111111,0.38820548266947524,0.4141816048771587
USER0410,37,Female,Moderately Active,General Fitness,28.1,Vegetarian,2.78,8543.033333333333,45.05555555555556,7.497,70.43333333333334,2092.411111111111,7.019444444444445,0.3603338576710215,0.4733586512170386
USER0411,39,Male,Sedentary,General Fitness,23.4,Balanced,5.27,2747.2,9.277777777777779,6.680777777777777,69.54444444444445,1662.2555555555555,6.8260000000000005,0.36205391267307097,0.37600024866721643
USER0412,20,Female,Moderately Active,Better Sleep,23.6,Vegetarian,5.43,8163.166666666667,46.08888888888889,7.485777777777778,70.6,2048.8888888888887,6.904888888888889,0.3393415099135727,0.4686220247486503
USER0413,18,Male,Lightly Active,General Fitness,23.9,Low Carb,2.91,5583.666666666667,27.72222222222222,7.0698888888888884,67.47777777777777,1864.6555555555556,7.151888888888888,0.3761289681529069,0.451390342025735
USER0414,44,Male,Sedentary,Build Muscle,31.4,Balanced,5.25,2830.4777777777776,8.233333333333333,6.540333333333333,70.33333333333333,1655.2111111111112,7.0344444444444445,0.2967737552434992,0.46486365291175386
USER0415,35,Male,Lightly Active,Better Sleep,18.0,Low Carb,5.39,5455.688888888889,29.1,6.937666666666667,68.72222222222223,1857.1777777777777,6.998111111111111,0.3833217454743297,0.37921808996038625
USER0416,24,Other,Moderately Active,General Fitness,27.6,Low Carb,3.4,8494.344444444445,44.06666666666667,7.417,70.1,2033.0222222222221,6.768,0.350203280442707,0.450234232889426
USER0417,47,Female,Lightly Active,Weight Loss,26.1,Balanced,6.19,5334.377777777778,28.11111111111111,7.1385555555555555,69.33333333333333,1866.2111111111112,6.952444444444445,0.33414479460856894,0.5134942640249525
USER0418,33,Female,Sedentary,Weight Loss,19.3,Balanced,4.03,2854.2444444444445,8.488888888888889,6.485888888888889,70.78888888888889,1667.0666666666666,7.0811111111111105,0.32288946713127215,0.44580224425037435
USER0419,43,Female,Very Active,Stress Management,27.2,Balanced,2.35,10534.422222222222,74.22222222222223,7.941888888888888,69.93333333333334,2288.3555555555554,7.208,0.3765555096595092,0.4637568296307972
USER0420,32,Female,Moderately Active,Build Muscle,27.9,Balanced,3.22,7632.0888888888885,46.111111111111114,7.454,69.56666666666666,2034.0111111111112,6.793666666666666,0.4368080440402156,0.40099195044517133
USER0421,52,Female,Very Active,General Fitness,28.4,Vegetarian,3.73,11323.722222222223,73.06666666666666,8.068555555555555,72.55555555555556,2290.822222222222,7.074111111111111,0.37270093652040853,0.45971959530548684
USER0422,49,Female,Lightly Active,Build Muscle,18.0,Balanced,2.86,5552.622222222222,29.155555555555555,7.015555555555555,70.38888888888889,1876.388888888889,6.990888888888889,0.342123750167388,0.44206643734957507
USER0423,29,Male,Lightly Active,Weight Loss,31.5,High Protein,2.39,5783.133333333333,27.288888888888888,6.915222222222222,70.8,1853.5777777777778,6.862111111111111,0.3594233370140882,0.41194826773716214
USER0424,41,Male,Moderately Active,General Fitness,23.0,Balanced,3.44,8051.322222222222,41.111111111111114,7.391000000000001,71.4,2027.4,7.082333333333333,0.37259466533611363,0.49456074737456335
USER0425,38,Female,Lightly Active,Weight Loss,28.7,Balanced,5.07,5353.0888888888885,26.877777777777776,6.9510000000000005,69.03333333333333,1864.5555555555557,6.947111111111111,0.3373664126953687,0.462405850820746
USER0426,45,Female,Moderately Active,Build Muscle,29.0,Vegetarian,5.1,8406.877777777778,46.22222222222222,7.481666666666667,70.05555555555556,2037.0333333333333,6.829444444444444,0.3447054040312404,0.41292341171776237
USER0427,22,Male,Lightly Active,General Fitness,22.5,Low Carb,3.12,5635.322222222222,26.622222222222224,7.092777777777778,69.9,1868.4444444444443,7.3116666666666665,0.3703551369429934,0.41895802265537974
USER0428,38,Male,Lightly Active,Build Muscle,28.6,Low Carb,2.65,5283.377777777778,27.166666666666668,7.133555555555556,70.57777777777778,1829.6555555555556,7.088222222222223,0.3382947786209566,0.3830098487488894
USER0429,42,Female,Sedentary,General Fitness,24.5,Balanced,3.45,2850.822222222222,9.344444444444445,6.589777777777778,69.9888888888889,1650.2,6.906,0.3235862591571848,0.4265584582312994
USER0430,18,Male,Sedentary,Stress Management,18.0,Balanced,4.37,2755.5555555555557,8.88888888888889,6.550444444444444,70.96666666666667,1662.0333333333333,6.942888888888889,0.31198991034432055,0.4693617657124814
USER0431,20,Female,Sedentary,Stress Management,30.7,Balanced,2.53,2790.4666666666667,8.922222222222222,6.604444444444444,70.5111111111111,1648.2666666666667,6.943666666666666,0.3444361410491949,0.3732566252201672
USER0432,18,Other,Sedentary,Weight Loss,22.9,High Protein,3.81,2841.0,8.644444444444444,6.5953333333333335,69.65555555555555,1654.1888888888889,7.086444444444444,0.3369761370488319,0.4762344511680645
USER0433,29,Male,Very Active,Weight Loss,22.6,Balanced,4.16,11664.544444444444,71.33333333333333,8.134666666666666,70.5,2323.1222222222223,7.109999999999999,0.3198268567706484,0.5465523270055238
USER0434,39,Male,Sedentary,General Fitness,24.4,Vegan,4.49,2839.9444444444443,8.488888888888889,6.508666666666667,70.53333333333333,1650.111111111111,6.958444444444444,0.35158199042834865,0.4036739828538436
USER0435,47,Female,Moderately Active,Better Sleep,27.1,Low Carb,4.17,8510.18888888889,43.96666666666667,7.545333333333334,69.87777777777778,2073.788888888889,7.128555555555556,0.2859355221457326,0.4922125492177468
USER0436,32,Female,Moderately Active,Stress Management,25.8,Balanced,6.95,8507.7,44.455555555555556,7.523333333333333,67.41111111111111,2056.4,7.0665555555555555,0.35369411905312725,0.49881905718172254
USER0437,48,Female,Lightly Active,Stress Management,28.2,Low Carb,5.96,5256.344444444445,26.855555555555554,6.897444444444444,70.4,1846.3555555555556,7.315888888888888,0.3731225293590509,0.44824259592007254
USER0438,18,Other,Sedentary,Build Muscle,20.6,Vegetarian,8.09,2620.211111111111,9.2,6.466222222222223,71.46666666666667,1643.7888888888888,7.069444444444445,0.3576283101314878,0.4167659756060094
USER0439,18,Male,Moderately Active,Build Muscle,23.0,Vegan,2.68,7727.5,44.833333333333336,7.450333333333333,68.0111111111111,2036.7222222222222,6.868555555555555,0.3981584307642525,0.47300970583930074
USER0440,31,Female,Moderately Active,Build Muscle,25.5,Balanced,2.51,8177.511111111111,44.62222222222222,7.605555555555555,71.42222222222222,2060.1111111111113,7.229777777777778,0.3478580914567402,0.525405277833266
USER0441,35,Female,Moderately Active,Weight Loss,33.6,Balanced,4.34,8391.133333333333,47.34444444444444,7.534222222222223,70.57777777777778,2081.211111111111,6.988222222222223,0.3049611904780323,0.4164030284901407
USER0442,31,Female,Moderately Active,Weight Loss,25.5,Balanced,2.82,7938.122222222222,44.166666666666664,7.518888888888889,68.71111111111111,2034.8666666666666,7.157222222222222,0.4018931441510204,0.39513731146815906
